chr,start,end,width,strand,mean.meth.diff,num.CpGs,num.DMCs,DMR.pvalue,DMR.qvalue
chr13,114917241,114917298,58,*,-30.48232569,5,4,2.78E-08,5.68E-08
chr14,23834927,23834957,31,*,-63.27981651,6,6,9.63E-07,1.61E-06
chr14,23835706,23835756,51,*,-34.95057793,10,8,1.52E-10,4.13E-10
chr14,24046492,24046527,36,*,-54.53173375,5,5,9.36E-07,1.57E-06
chr14,24641795,24641945,151,*,-27.73120401,16,10,0.000152619,0.00019168
chr14,24801957,24802075,119,*,-23.82200973,14,5,1.91E-05,2.70E-05
chr14,24804090,24804353,264,*,-41.14765414,36,31,4.13E-08,8.27E-08
chr14,30396426,30396740,315,*,-42.84842947,31,24,1.15E-11,3.61E-11
chr14,31343451,31343540,90,*,-64.04422284,7,7,1.46E-18,1.22E-17
chr14,31344162,31344189,28,*,-48.44148812,9,9,1.11E-14,5.13E-14
chr14,36003597,36004016,420,*,-40.67517136,53,32,0.000695358,0.000801752
chr14,36986766,36986873,108,*,-54.71293277,19,19,3.13E-09,7.17E-09
chr14,36987030,36987106,77,*,-50.56742471,9,9,2.16E-06,3.46E-06
chr14,36987204,36987306,103,*,-57.94963165,11,6,9.04E-05,0.000117131
chr14,36987534,36987589,56,*,-52.72175557,5,5,2.97E-06,4.66E-06
chr14,36989200,36989326,127,*,-32.89406186,8,4,3.76E-11,1.11E-10
chr14,36989494,36989551,58,*,-69.30358318,8,8,4.83E-22,1.15E-20
chr14,36990376,36990431,56,*,-49.23768627,8,8,2.25E-18,1.82E-17
chr14,37049020,37049100,81,*,-50.17429522,5,5,5.04E-09,1.12E-08
chr14,37049657,37049706,50,*,-33.11174723,7,4,0.000347392,0.0004162
chr14,37051265,37051355,91,*,-60.76747102,5,5,3.20E-19,3.00E-18
chr14,37116395,37116651,257,*,-44.77391001,29,19,2.88E-05,3.97E-05
chr14,37127872,37127927,56,*,-47.05612633,12,12,2.41E-08,4.95E-08
chr14,37128029,37128204,176,*,-54.07231384,10,9,1.96E-11,5.97E-11
chr14,37136017,37136107,91,*,-34.1416539,14,11,1.31E-06,2.16E-06
chr14,38678645,38678669,25,*,-30.3224175,5,3,4.10E-05,5.55E-05
chr14,40686339,40686363,25,*,-35.56551156,5,4,9.41E-10,2.30E-09
chr14,48143528,48143562,35,*,-42.05463587,5,4,8.65E-12,2.75E-11
chr14,48143901,48143951,51,*,-24.67944655,11,5,2.08E-07,3.80E-07
chr14,48145302,48145348,47,*,-52.83171302,7,6,5.93E-11,1.70E-10
chr14,51974846,51974898,53,*,-45.14555243,5,5,5.56E-13,2.05E-12
chr14,52535697,52535759,63,*,-59.30597501,12,12,3.78E-07,6.68E-07
chr14,53618916,53618965,50,*,-24.48800948,6,3,9.62E-17,5.93E-16
chr14,53619053,53619323,271,*,-29.545236,27,20,1.22E-15,6.45E-15
chr14,54686978,54687028,51,*,-24.63403857,9,4,6.29E-16,3.47E-15
chr14,55707828,55707857,30,*,-37.65988372,5,4,9.64E-07,1.61E-06
chr14,56585477,56585800,324,*,-62.98506743,44,38,3.97E-10,1.02E-09
chr14,59104608,59104737,130,*,-27.17230656,27,15,3.38E-06,5.26E-06
chr14,59931149,59931194,46,*,-32.55917936,12,11,4.29E-11,1.26E-10
chr14,59931670,59931702,33,*,-29.90930814,6,5,2.90E-05,4.00E-05
chr14,59932031,59932056,26,*,-69.62099125,5,5,0.000217226,0.000267498
chr14,60386685,60386756,72,*,-44.77439345,7,6,6.66E-13,2.43E-12
chr14,60977830,60977895,66,*,-27.68168271,11,6,2.70E-07,4.85E-07
chr14,60981637,60981672,36,*,-72.89317507,5,3,0.000102014,0.000131305
chr14,60981812,60981864,53,*,-68.91157201,14,14,1.64E-16,9.84E-16
chr14,61110699,61110779,81,*,-36.53971012,6,4,5.05E-06,7.66E-06
chr14,61116153,61116373,221,*,-23.70503863,19,6,1.99E-07,3.64E-07
chr14,61188238,61188269,32,*,-40.02285079,6,6,5.21E-17,3.34E-16
chr14,62279467,62279542,76,*,-74.12954262,10,10,2.50E-21,3.92E-20
chr14,63512227,63512275,49,*,-70.58581875,5,5,1.45E-09,3.47E-09
chr14,63512793,63512863,71,*,-49.58139432,11,11,8.62E-10,2.12E-09
chr14,70038797,70038824,28,*,-49.53162274,6,5,2.87E-07,5.14E-07
chr14,70039892,70040020,129,*,-26.55394392,18,7,1.39E-06,2.28E-06
chr14,73712323,73712379,57,*,-28.76559586,5,4,9.33E-11,2.61E-10
chr14,74705903,74706075,173,*,-32.52593968,7,5,8.34E-11,2.35E-10
chr14,74706436,74706508,73,*,-54.04420137,8,8,1.12E-14,5.17E-14
chr14,74706679,74706798,120,*,-59.92805074,17,16,2.98E-09,6.84E-09
chr14,74707141,74707271,131,*,-48.663638,17,17,2.82E-08,5.75E-08
chr14,74707465,74707806,342,*,-55.27755467,34,34,1.29E-12,4.55E-12
chr14,75078376,75078514,139,*,-51.49933068,21,19,4.84E-07,8.43E-07
chr14,77736525,77736660,136,*,-38.90578322,8,7,4.28E-09,9.64E-09
chr14,77737116,77737253,138,*,-70.90984468,16,15,2.28E-07,4.13E-07
chr14,77964678,77964761,84,*,-74.26881731,10,9,3.83E-06,5.91E-06
chr14,78432724,78432797,74,*,-28.42113587,9,4,0.000158401,0.000198361
chr14,85999652,85999850,199,*,-26.78250429,20,10,0.000333733,0.000400751
chr14,88789631,88789867,237,*,-32.84759941,24,13,2.64E-10,6.96E-10
chr14,88790022,88790119,98,*,-44.40964884,12,9,1.11E-11,3.48E-11
chr14,92790437,92790493,57,*,-42.54353455,5,5,5.19E-06,7.86E-06
chr14,93399039,93399102,64,*,-25.52551499,7,4,9.52E-08,1.82E-07
chr14,95233732,95233790,59,*,-39.26401614,6,6,7.62E-18,5.60E-17
chr14,95237840,95237909,70,*,-44.87938883,5,5,2.39E-17,1.62E-16
chr14,96180490,96180526,37,*,-43.6353958,8,8,7.79E-13,2.82E-12
chr14,96343459,96343563,105,*,-29.69772944,14,4,9.10E-05,0.000117938
chr14,99737007,99737063,57,*,-44.30803692,7,4,1.31E-17,9.28E-17
chr14,99737364,99737398,35,*,-45.76962989,5,4,5.71E-15,2.75E-14
chr14,99738354,99738397,44,*,-26.50692106,9,4,0.000602052,0.000699472
chr14,100039422,100039488,67,*,-27.99771656,6,5,2.37E-16,1.39E-15
chr14,100069709,100069775,67,*,-43.97396087,8,6,3.47E-06,5.39E-06
chr14,100111500,100111628,129,*,-60.98314839,13,13,7.11E-10,1.76E-09
chr14,100111770,100111821,52,*,-62.70376015,9,9,1.07E-06,1.78E-06
chr14,101034935,101035082,148,*,-52.51904052,15,13,1.02E-10,2.85E-10
chr14,101173050,101173102,53,*,-24.88279187,6,3,3.68E-06,5.69E-06
chr14,101908983,101909014,32,*,-20.06290937,5,4,4.92E-07,8.56E-07
chr14,102026142,102026195,54,*,-52.3204805,11,11,5.82E-21,8.22E-20
chr14,102026597,102026777,181,*,-53.83755408,24,22,2.14E-12,7.35E-12
chr14,102027328,102027469,142,*,-40.52020989,17,15,1.31E-05,1.89E-05
chr14,102031252,102031517,266,*,-25.34536217,26,14,6.44E-06,9.66E-06
chr14,102172619,102172675,57,*,-30.05561941,7,5,3.74E-08,7.54E-08
chr14,102247523,102247689,167,*,-22.75572402,11,5,2.47E-12,8.42E-12
chr14,103389242,103389298,57,*,-46.37654425,10,8,3.79E-16,2.16E-15
chr14,103389780,103390011,232,*,-31.48364244,13,9,2.76E-12,9.34E-12
chr14,103394645,103394805,161,*,-40.2418667,17,16,6.67E-09,1.46E-08
chr14,103396364,103396394,31,*,-43.77124951,5,5,8.22E-11,2.31E-10
chr14,103396797,103396854,58,*,-31.37136803,7,6,1.48E-11,4.56E-11
chr14,103558078,103558234,157,*,-35.44586038,12,8,1.11E-11,3.48E-11
chr14,103605198,103605394,197,*,-26.93313665,8,3,5.57E-07,9.63E-07
chr14,103655344,103655503,160,*,-50.3224867,12,11,3.26E-06,5.08E-06
chr14,103739762,103739885,124,*,-31.69432041,30,18,1.70E-06,2.76E-06
chr14,103988784,103988873,90,*,-20.03423649,8,4,3.14E-05,4.31E-05
chr14,103988959,103989150,192,*,-73.94026155,36,35,1.20E-11,3.75E-11
chr14,104338247,104338290,44,*,-47.64151167,9,7,6.76E-05,8.89E-05
chr14,104581046,104581128,83,*,-29.44035562,6,5,1.60E-13,6.29E-13
chr14,104604627,104604699,73,*,-23.956309,9,5,6.41E-09,1.41E-08
chr14,104604898,104604960,63,*,-21.20526187,10,3,7.10E-08,1.38E-07
chr14,104605097,104605234,138,*,-55.19267864,23,18,2.15E-05,3.02E-05
chr14,104605394,104605611,218,*,-78.6350183,26,25,3.80E-08,7.65E-08
chr14,104902707,104902733,27,*,-37.17409717,5,5,6.71E-09,1.47E-08
chr14,104928583,104928644,62,*,-27.89457495,7,5,7.91E-16,4.30E-15
chr14,105048188,105048322,135,*,-29.9336541,10,7,3.51E-10,9.12E-10
chr14,105164359,105164430,72,*,-26.64145178,5,3,3.87E-05,5.26E-05
chr14,105337238,105337274,37,*,-33.58704698,5,4,0.000227896,0.000280023
chr14,105362124,105362184,61,*,-25.05910808,7,3,5.01E-06,7.60E-06
chr14,105399394,105399434,41,*,-34.71469434,11,9,1.52E-10,4.14E-10
chr14,105439897,105440040,144,*,-46.1296698,6,5,1.11E-13,4.46E-13
chr14,105527489,105527636,148,*,-31.34405477,10,8,0.000171156,0.000213512
chr14,105665480,105665556,77,*,-33.74192508,5,5,3.27E-13,1.23E-12
chr14,105830604,105830650,47,*,-55.92402649,11,11,9.88E-14,3.98E-13
chr14,105944433,105944570,138,*,-27.99492416,11,4,1.43E-06,2.34E-06
chr14,105945279,105945553,275,*,-30.68804736,21,8,0.000232825,0.00028569
chr14,105995822,105995893,72,*,-20.64204418,11,3,8.56E-09,1.86E-08
chr15,23158437,23158473,37,*,-49.8878577,5,5,4.00E-05,5.41E-05
chr15,25979019,25979134,116,*,-27.30665361,8,4,1.22E-06,2.01E-06
chr15,26039769,26039846,78,*,-26.01256755,6,3,6.61E-06,9.89E-06
chr15,26050272,26050411,140,*,-38.0525535,6,4,2.57E-07,4.63E-07
chr15,27018328,27018360,33,*,-45.88210702,8,8,7.21E-07,1.23E-06
chr15,29130895,29131017,123,*,-55.33158351,12,11,7.82E-17,4.89E-16
chr15,29131183,29131458,276,*,-64.19433577,31,29,3.00E-05,4.13E-05
chr15,29131728,29131781,54,*,-57.65835438,10,10,9.12E-12,2.89E-11
chr15,29862221,29862589,369,*,-32.74849746,39,29,0.000161134,0.000201613
chr15,29863117,29863296,180,*,-38.33908793,21,12,0.000109569,0.000140342
chr15,31619681,31619826,146,*,-73.75170681,24,23,1.22E-12,4.32E-12
chr15,31685108,31685161,54,*,-49.11508172,6,6,2.02E-05,2.85E-05
chr15,33009638,33009684,47,*,-43.84241169,5,4,3.45E-05,4.71E-05
chr15,33010082,33010289,208,*,-63.60236604,36,35,5.55E-10,1.40E-09
chr15,34729493,34729524,32,*,-82.66763848,7,7,2.33E-22,8.54E-21
chr15,37390150,37390309,160,*,-76.85817836,17,13,0.000107145,0.000137431
chr15,37390844,37390912,69,*,-76.8319588,5,5,1.01E-22,6.07E-21
chr15,37391225,37391260,36,*,-90.30696576,7,7,2.62E-16,1.53E-15
chr15,37403083,37403116,34,*,-58.38996764,5,5,1.16E-08,2.49E-08
chr15,40211914,40211995,82,*,-59.54590237,6,6,9.05E-20,9.40E-19
chr15,40212168,40212386,219,*,-73.68688658,44,44,2.88E-13,1.10E-12
chr15,40574232,40574266,35,*,-69.7063775,8,8,8.69E-19,7.56E-18
chr15,40660474,40660519,46,*,-72.55058067,10,10,5.70E-19,5.10E-18
chr15,41787694,41787892,199,*,-31.18134621,11,6,1.95E-05,2.75E-05
chr15,41788137,41788275,139,*,-30.66953546,15,14,1.08E-05,1.57E-05
chr15,41793821,41793888,68,*,-39.04311882,7,7,0.000166696,0.000208235
chr15,41795014,41795075,62,*,-31.54172279,6,6,1.45E-08,3.06E-08
chr15,41795206,41795273,68,*,-28.82666809,6,4,1.10E-05,1.61E-05
chr15,41803947,41804196,250,*,-24.70645177,30,12,1.00E-05,1.47E-05
chr15,41805174,41805297,124,*,-42.60336637,12,12,2.94E-18,2.34E-17
chr15,41952604,41952637,34,*,-76.53086496,6,6,1.32E-22,6.07E-21
chr15,41952857,41952887,31,*,-81.6091954,5,4,0.000479132,0.000562971
chr15,42155985,42156162,178,*,-24.32398157,6,3,0.000824014,0.000942748
chr15,44486750,44486792,43,*,-47.1989126,7,6,4.95E-06,7.51E-06
chr15,45421671,45421740,70,*,-30.33470088,9,7,1.16E-06,1.92E-06
chr15,45422177,45422321,145,*,-39.52851681,16,13,3.93E-08,7.89E-08
chr15,45427379,45427411,33,*,-33.40387682,5,4,5.00E-08,9.92E-08
chr15,45479516,45479590,75,*,-51.83064277,9,9,4.31E-18,3.31E-17
chr15,45479749,45480106,358,*,-24.99841248,37,16,4.24E-09,9.55E-09
chr15,48937007,48937059,53,*,-41.62833484,14,11,1.70E-10,4.60E-10
chr15,48937352,48937413,62,*,-42.52226867,7,6,1.93E-10,5.17E-10
chr15,48937593,48937648,56,*,-51.95730521,6,6,3.57E-22,1.15E-20
chr15,48938299,48938405,107,*,-42.77052271,13,11,1.74E-16,1.04E-15
chr15,51385863,51385940,78,*,-40.62093695,8,8,8.63E-08,1.66E-07
chr15,51559781,51559831,51,*,-22.72524634,6,4,0.000761807,0.000875392
chr15,53083365,53083530,166,*,-25.7165218,13,9,1.79E-05,2.54E-05
chr15,53083826,53083893,68,*,-31.21171517,6,4,1.22E-05,1.77E-05
chr15,53090190,53090314,125,*,-21.95009468,6,4,3.09E-07,5.51E-07
chr15,53097626,53097879,254,*,-44.99107452,17,16,0.000156675,0.000196351
chr15,58358205,58358274,70,*,-28.58721038,7,3,2.08E-07,3.79E-07
chr15,58358721,58358812,92,*,-30.63990026,6,4,4.51E-05,6.08E-05
chr15,60296617,60296821,205,*,-50.71434128,43,43,1.28E-09,3.09E-09
chr15,60296923,60297152,230,*,-60.78704933,23,17,7.26E-05,9.51E-05
chr15,60297738,60297802,65,*,-58.19026518,5,5,1.64E-18,1.35E-17
chr15,62456341,62456382,42,*,-52.03639465,12,11,2.21E-07,4.02E-07
chr15,62456965,62457018,54,*,-73.05765516,12,9,0.000256303,0.000312638
chr15,62457551,62457601,51,*,-29.95290059,8,7,3.55E-06,5.51E-06
chr15,65647708,65647857,150,*,-36.39451343,11,9,1.12E-05,1.63E-05
chr15,66274726,66274771,46,*,-40.83990479,6,6,1.71E-06,2.77E-06
chr15,66914750,66914784,35,*,-53.74677003,6,6,2.60E-05,3.60E-05
chr15,66947169,66947435,267,*,-35.12270469,16,11,0.00044405,0.000524058
chr15,67326020,67326060,41,*,-21.80624524,9,3,1.71E-07,3.15E-07
chr15,68112154,68112229,76,*,-26.03857232,5,4,6.26E-05,8.26E-05
chr15,68115599,68115629,31,*,-33.28912439,9,6,2.79E-11,8.33E-11
chr15,68115923,68115954,32,*,-33.45600753,7,7,1.12E-12,3.99E-12
chr15,68498257,68498386,130,*,-26.13508741,6,4,8.11E-07,1.37E-06
chr15,68723701,68723755,55,*,-54.93949381,8,4,4.87E-12,1.60E-11
chr15,70326041,70326076,36,*,-23.78087292,5,4,7.09E-07,1.21E-06
chr15,70354762,70354835,74,*,-30.94722069,7,7,4.36E-09,9.81E-09
chr15,70877434,70877700,267,*,-27.89701424,23,17,1.56E-07,2.90E-07
chr15,72095132,72095261,130,*,-36.28149341,7,4,0.00077804,0.000893415
chr15,74219170,74219215,46,*,-45.85114819,5,4,3.87E-06,5.96E-06
chr15,74425691,74425927,237,*,-30.05532743,16,11,5.60E-09,1.24E-08
chr15,74658389,74658510,122,*,-28.11055329,12,10,2.06E-05,2.90E-05
chr15,75248229,75248298,70,*,-26.44056905,5,3,5.53E-11,1.59E-10
chr15,76630074,76630114,41,*,-53.41043027,10,10,4.01E-11,1.18E-10
chr15,76630390,76630520,131,*,-55.61237833,15,10,0.00047276,0.000555724
chr15,76635147,76635219,73,*,-21.91638732,9,3,3.43E-06,5.33E-06
chr15,76635333,76635427,95,*,-22.88236306,11,5,0.00067674,0.00078167
chr15,76638496,76638861,366,*,-57.85733652,35,35,3.35E-07,5.95E-07
chr15,76639051,76639103,53,*,-72.80988526,8,8,9.51E-07,1.59E-06
chr15,77896890,77896944,55,*,-28.7806439,9,4,2.23E-05,3.12E-05
chr15,78111220,78111252,33,*,-81.94576436,8,6,2.68E-11,8.04E-11
chr15,78912371,78912549,179,*,-68.34761412,18,11,3.82E-05,5.19E-05
chr15,81410988,81411024,37,*,-25.07363304,9,3,5.85E-05,7.76E-05
chr15,83316732,83316889,158,*,-61.25888797,13,12,5.16E-14,2.16E-13
chr15,83776141,83776197,57,*,-32.95233784,7,5,4.00E-09,9.05E-09
chr15,83953503,83953618,116,*,-30.26335159,14,9,0.000168422,0.000210231
chr15,84323409,84323460,52,*,-48.15782089,12,11,3.20E-08,6.49E-08
chr15,88799594,88799626,33,*,-33.12602604,8,6,7.33E-07,1.25E-06
chr15,88800216,88800288,73,*,-59.61245104,13,13,9.12E-08,1.75E-07
chr15,89438176,89438261,86,*,-26.21265963,7,4,1.71E-05,2.43E-05
chr15,89438459,89438628,170,*,-38.69927518,19,14,0.000241989,0.000296155
chr15,89910948,89911053,106,*,-42.56780504,15,13,1.10E-08,2.35E-08
chr15,89914380,89914486,107,*,-22.82937418,9,5,2.06E-06,3.30E-06
chr15,89922343,89922410,68,*,-22.12080378,5,4,0.000611108,0.000709487
chr15,89942851,89943120,270,*,-33.45248681,24,16,5.24E-06,7.94E-06
chr15,90357589,90357649,61,*,-45.02623293,8,7,0.000113385,0.000145
chr15,90358123,90358421,299,*,-80.44966966,16,9,1.22E-12,4.33E-12
chr15,91427468,91427524,57,*,-37.00585447,9,8,2.39E-07,4.32E-07
chr15,91427657,91427789,133,*,-34.88359675,14,10,6.81E-06,1.02E-05
chr15,92937171,92937220,50,*,-72.86848616,13,13,7.61E-20,8.04E-19
chr15,92938078,92938325,248,*,-52.54481332,25,22,3.25E-10,8.46E-10
chr15,94774773,94774908,136,*,-32.26824668,18,10,9.62E-06,1.41E-05
chr15,96866166,96866214,49,*,-46.83869801,9,8,0.00029905,0.00036161
chr15,96905016,96905170,155,*,-35.6597582,7,7,3.09E-08,6.29E-08
chr15,96909814,96909857,44,*,-26.60471101,9,5,2.63E-07,4.72E-07
chr15,98836210,98836262,53,*,-33.47872514,12,12,4.46E-10,1.14E-09
chr15,99091681,99091799,119,*,-31.08207071,16,12,4.74E-06,7.21E-06
chr15,99645397,99645467,71,*,-47.94159635,7,6,1.35E-16,8.17E-16
chr15,100913539,100913615,77,*,-26.50910312,11,6,0.000204062,0.000251992
chr15,101267823,101267930,108,*,-32.96530984,7,5,7.96E-18,5.82E-17
chr15,101420757,101420819,63,*,-39.22806426,5,5,4.37E-14,1.85E-13
chr15,101420987,101421133,147,*,-39.7441026,7,5,5.68E-11,1.63E-10
chr15,101513764,101513806,43,*,-33.15331068,8,8,1.80E-08,3.75E-08
chr16,215869,215936,68,*,-53.61789718,15,15,1.49E-07,2.78E-07
chr16,216107,216245,139,*,-47.3383262,9,9,3.64E-16,2.08E-15
chr16,230436,230466,31,*,-89.83625071,7,7,2.48E-05,3.45E-05
chr16,230854,230902,49,*,-77.04406072,6,6,2.18E-09,5.10E-09
chr16,331146,331208,63,*,-29.74860938,5,4,7.94E-05,0.000103498
chr16,476105,476324,220,*,-22.38912454,35,14,3.83E-10,9.90E-10
chr16,610048,610146,99,*,-62.48689,16,16,5.38E-12,1.76E-11
chr16,744255,744480,226,*,-38.79839832,15,7,0.000376527,0.000448826
chr16,744848,744958,111,*,-46.98627922,10,8,1.57E-06,2.56E-06
chr16,853509,853607,99,*,-25.40307653,6,5,1.10E-07,2.08E-07
chr16,879071,879134,64,*,-25.29049042,5,3,1.82E-07,3.35E-07
chr16,902953,903125,173,*,-21.02303633,12,7,1.05E-05,1.53E-05
chr16,931150,931212,63,*,-35.59720716,6,6,6.18E-07,1.06E-06
chr16,1030552,1030676,125,*,-49.00225376,22,18,9.10E-10,2.23E-09
chr16,1031042,1031102,61,*,-58.49328831,11,9,4.21E-10,1.08E-09
chr16,1031534,1031595,62,*,-32.71860884,6,5,1.62E-14,7.30E-14
chr16,1031968,1032140,173,*,-45.73844884,24,16,2.08E-05,2.92E-05
chr16,1032473,1032525,53,*,-53.64043803,5,5,1.07E-07,2.04E-07
chr16,1078940,1079064,125,*,-26.20238366,10,7,5.45E-09,1.21E-08
chr16,1096752,1096977,226,*,-34.85361237,13,8,0.000778786,0.00089402
chr16,1143531,1143584,54,*,-55.66232454,6,6,1.56E-15,8.13E-15
chr16,1149650,1149806,157,*,-28.94645516,9,5,0.000297327,0.000359581
chr16,1207073,1207123,51,*,-24.22273328,12,6,6.03E-08,1.18E-07
chr16,1208586,1208749,164,*,-54.97671952,8,6,0.000135784,0.000171729
chr16,1210654,1210864,211,*,-30.48161644,24,17,0.000806006,0.000923054
chr16,1213338,1213528,191,*,-36.19109806,9,5,0.000233047,0.00028592
chr16,1220023,1220089,67,*,-31.32293662,5,4,1.81E-05,2.56E-05
chr16,1222126,1222194,69,*,-23.69828241,9,3,2.07E-05,2.91E-05
chr16,1227398,1227476,79,*,-30.93713511,7,5,1.16E-06,1.92E-06
chr16,1257050,1257128,79,*,-33.01494295,6,5,1.51E-15,7.89E-15
chr16,1273840,1273921,82,*,-26.34914956,5,3,5.49E-08,1.08E-07
chr16,1333368,1333514,147,*,-27.29097204,10,6,0.000578834,0.000673988
chr16,1482562,1482887,326,*,-28.74070673,23,13,0.000230367,0.000282803
chr16,1482971,1483041,71,*,-34.03365237,7,6,1.38E-17,9.74E-17
chr16,1483962,1484148,187,*,-40.0370642,6,5,4.76E-14,2.01E-13
chr16,1922019,1922067,49,*,-40.36014072,12,11,7.23E-09,1.58E-08
chr16,1967739,1967883,145,*,-65.98956797,9,9,2.70E-16,1.57E-15
chr16,1968101,1968472,372,*,-78.0012466,41,36,5.66E-10,1.43E-09
chr16,1968582,1968640,59,*,-68.64017447,6,6,1.32E-22,6.07E-21
chr16,2040948,2041028,81,*,-35.4548553,6,5,1.00E-10,2.80E-10
chr16,2083221,2083393,173,*,-27.93733395,13,5,2.13E-05,2.99E-05
chr16,2141286,2141353,68,*,-37.06021209,9,8,0.000169236,0.000211198
chr16,3081082,3081121,40,*,-39.98610653,6,4,0.000192943,0.000238987
chr16,3096619,3096726,108,*,-45.9732991,16,13,3.07E-09,7.04E-09
chr16,3096857,3096893,37,*,-46.89019608,5,4,3.47E-05,4.74E-05
chr16,3211592,3211697,106,*,-27.44537624,5,3,0.000135328,0.000171193
chr16,3221174,3221223,50,*,-52.15228064,5,4,1.03E-09,2.49E-09
chr16,3232929,3233016,88,*,-86.20586946,10,10,1.88E-13,7.32E-13
chr16,3233383,3233453,71,*,-50.16285056,7,6,2.11E-19,2.05E-18
chr16,3238530,3238662,133,*,-58.51891102,8,7,8.24E-19,7.21E-18
chr16,3988868,3988937,70,*,-47.42079914,5,4,1.01E-15,5.42E-15
chr16,4363963,4364121,159,*,-73.25249761,16,16,1.70E-16,1.02E-15
chr16,4587494,4587624,131,*,-38.30200664,9,8,1.15E-06,1.91E-06
chr16,4587903,4587955,53,*,-59.80732881,12,12,2.81E-17,1.88E-16
chr16,5037946,5038030,85,*,-52.90242639,8,7,5.36E-08,1.06E-07
chr16,10912396,10912428,33,*,-27.87718909,11,8,1.09E-07,2.06E-07
chr16,12997152,12997210,59,*,-33.6954818,5,3,5.46E-19,4.91E-18
chr16,22173716,22173879,164,*,-58.62113524,23,19,4.19E-11,1.23E-10
chr16,22824646,22824773,128,*,-20.48985152,10,6,6.96E-08,1.35E-07
chr16,23847084,23847429,346,*,-52.41999447,32,29,1.63E-10,4.43E-10
chr16,28073830,28073989,160,*,-31.19336807,13,8,1.09E-07,2.07E-07
chr16,28074249,28074404,156,*,-40.94567436,14,10,6.80E-17,4.29E-16
chr16,29913096,29913163,68,*,-32.66248997,5,5,3.17E-07,5.65E-07
chr16,31214079,31214140,62,*,-29.81182615,6,4,0.000308098,0.000371668
chr16,31488752,31488925,174,*,-41.69632327,17,10,0.000368327,0.000439503
chr16,31499531,31499587,57,*,-37.5727856,8,7,5.64E-09,1.25E-08
chr16,34741302,34741362,61,*,-22.62211744,6,3,7.44E-05,9.74E-05
chr16,47177253,47177539,287,*,-91.55176562,29,29,6.55E-08,1.28E-07
chr16,50583423,50583465,43,*,-25.59869351,6,3,0.000238926,0.000292581
chr16,51186343,51186478,136,*,-48.76983508,12,9,1.23E-06,2.03E-06
chr16,54324235,54324471,237,*,-39.04851831,21,20,3.49E-06,5.42E-06
chr16,54471467,54471559,93,*,-52.27463432,5,4,4.75E-06,7.23E-06
chr16,55090767,55090828,62,*,-57.94542822,7,7,1.14E-17,8.13E-17
chr16,55513359,55513400,42,*,-62.87247885,10,9,4.75E-19,4.32E-18
chr16,56651203,56651276,74,*,-50.28742598,7,7,7.54E-10,1.86E-09
chr16,56669431,56669481,51,*,-40.64357628,7,6,1.79E-06,2.88E-06
chr16,56672242,56672278,37,*,-61.02175498,5,5,1.01E-22,6.07E-21
chr16,57836226,57836323,98,*,-92.7335788,21,20,8.11E-10,2.00E-09
chr16,57836475,57836533,59,*,-93.40074786,17,16,2.61E-06,4.13E-06
chr16,58534155,58534281,127,*,-64.35288688,9,8,3.86E-08,7.76E-08
chr16,66461437,66461526,90,*,-61.55489707,31,31,4.57E-10,1.17E-09
chr16,66638339,66638522,184,*,-90.43831522,20,19,2.01E-13,7.80E-13
chr16,66638685,66638738,54,*,-94.62586467,9,9,1.80E-07,3.31E-07
chr16,66639121,66639344,224,*,-90.50145447,29,24,3.54E-12,1.18E-11
chr16,66639441,66639514,74,*,-87.96811654,7,7,2.80E-17,1.88E-16
chr16,67184189,67184236,48,*,-37.48030605,8,6,6.29E-08,1.23E-07
chr16,67184504,67184629,126,*,-66.95575027,9,8,4.05E-12,1.34E-11
chr16,67184809,67184951,143,*,-72.72720389,13,13,2.87E-16,1.66E-15
chr16,67196855,67196901,47,*,-26.42285205,8,5,0.000131983,0.000167208
chr16,67198609,67198677,69,*,-79.38310537,11,11,5.12E-15,2.48E-14
chr16,67198872,67198944,73,*,-46.31514977,5,5,3.26E-19,3.04E-18
chr16,67571326,67571588,263,*,-61.47528069,28,26,4.10E-07,7.21E-07
chr16,67571800,67572009,210,*,-50.41403756,19,16,2.51E-06,3.98E-06
chr16,67678723,67678838,116,*,-49.08104975,11,7,1.02E-07,1.95E-07
chr16,68118639,68118760,122,*,-60.41573433,16,14,3.20E-09,7.34E-09
chr16,68676516,68676711,196,*,-52.18767955,23,21,2.65E-11,7.94E-11
chr16,71459993,71460153,161,*,-38.63205957,18,14,1.10E-07,2.08E-07
chr16,73067480,73067529,50,*,-26.99588477,5,3,0.000280617,0.000340739
chr16,73097014,73097109,96,*,-37.61757374,9,8,3.94E-07,6.94E-07
chr16,73099915,73099964,50,*,-40.61342864,5,4,0.000310294,0.000374151
chr16,73100504,73100569,66,*,-30.97252675,6,4,5.98E-08,1.17E-07
chr16,73266045,73266107,63,*,-23.4754575,5,5,6.37E-10,1.59E-09
chr16,75528656,75528738,83,*,-32.13901748,7,4,0.000144237,0.000181799
chr16,79632971,79633044,74,*,-81.12103088,10,10,1.81E-10,4.88E-10
chr16,80966811,80966876,66,*,-44.20804946,8,8,4.97E-18,3.78E-17
chr16,81832430,81832495,66,*,-37.71512592,5,4,8.26E-05,0.000107534
chr16,82045110,82045181,72,*,-23.77778613,5,3,5.44E-07,9.43E-07
chr16,83969344,83969404,61,*,-32.38480855,5,4,4.38E-07,7.68E-07
