NA,target.row,dist.to.feature,feature.name,feature.strand
696.16,26541,-33539,NM_012360,+
696.17,26542,-33537,NM_012360,+
696.18,26543,-33494,NM_012360,+
696.19,26544,-33479,NM_012360,+
696.2,26545,-33460,NM_012360,+
696.21,26546,-33445,NM_012360,+
696.22,26547,-33081,NM_012360,+
696.23,26548,-33071,NM_012360,+
696.24,26549,-33067,NM_012360,+
696.25,26550,-33065,NM_012360,+
696.26,26551,-33059,NM_012360,+
696.27,26552,-23535,NM_012360,+
696.28,26553,-15709,NM_012360,+
7041,26554,2041,NM_001198536,-
7101,26555,310,NR_033904,+
710.19,26556,319,NR_033904,+
710.21,26557,340,NR_033904,+
710.31,26558,343,NR_033904,+
710.41,26559,344,NR_033904,+
710.51,26560,347,NR_033904,+
710.61,26561,354,NR_033904,+
710.71,26562,363,NR_033904,+
710.8,26563,367,NR_033904,+
710.9,26564,371,NR_033904,+
710.1,26565,378,NR_033904,+
710.11,26566,529,NR_033904,+
710.12,26567,533,NR_033904,+
710.13,26568,535,NR_033904,+
710.14,26569,543,NR_033904,+
710.15,26570,556,NR_033904,+
710.16,26571,557,NR_033904,+
710.17,26572,564,NR_033904,+
710.18,26573,573,NR_033904,+
7241,26574,-778,NM_015041,+
724.12,26575,-771,NM_015041,+
724.21,26576,-769,NM_015041,+
724.31,26577,-768,NM_015041,+
724.41,26578,-767,NM_015041,+
724.51,26579,-766,NM_015041,+
724.61,26580,-764,NM_015041,+
724.7,26581,-763,NM_015041,+
724.8,26582,-762,NM_015041,+
724.9,26583,-761,NM_015041,+
724.1,26584,-758,NM_015041,+
724.11,26585,-757,NM_015041,+
7281,26586,-85,NR_075083,-
728.11,26587,-10577,NR_075083,-
7251,26588,16016,NM_032444,-
7323,26589,11558,NR_120311,-
732.17,26590,11557,NR_120311,-
732.22,26591,11509,NR_120311,-
11910,26592,640,NM_001116,-
119.11,26593,615,NM_001116,-
7344,26594,35247,NM_001098814,-
734.112,26595,35195,NM_001098814,-
7392,26596,21539,NR_110901,-
739.14,26597,14377,NR_110901,-
739.22,26598,14367,NR_110901,-
739.32,26599,14362,NR_110901,-
739.41,26600,14248,NR_110901,-
739.51,26601,9535,NR_110901,-
739.61,26602,4745,NR_110901,-
739.71,26603,4724,NR_110901,-
739.81,26604,4678,NR_110901,-
739.9,26605,612,NR_110901,-
739.1,26606,318,NR_110901,-
739.111,26607,300,NR_110901,-
739.12,26608,279,NR_110901,-
739.13,26609,269,NR_110901,-
7382,26610,7404,NM_032575,+
7373,26611,-5552,NM_138440,+
737.112,26612,-5485,NM_138440,+
737.26,26613,1765,NM_138440,+
737.32,26614,1782,NM_138440,+
737.42,26615,1784,NM_138440,+
737.52,26616,2723,NM_138440,+
737.62,26617,2751,NM_138440,+
737.71,26618,4423,NM_138440,+
737.81,26619,14721,NM_138440,+
1292,26620,12456,NM_001201473,-
7401,26621,-13186,NM_001127206,+
1444,26622,976,NM_001199054,-
144.11,26623,969,NM_001199054,-
144.24,26624,964,NM_001199054,-
144.32,26625,910,NM_001199054,-
144.42,26626,899,NM_001199054,-
144.52,26627,898,NM_001199054,-
144.61,26628,893,NM_001199054,-
144.71,26629,852,NM_001199054,-
144.81,26630,848,NM_001199054,-
144.91,26631,567,NM_001199054,-
144.101,26632,559,NM_001199054,-
144.111,26633,557,NM_001199054,-
144.121,26634,553,NM_001199054,-
144.13,26635,549,NM_001199054,-
144.14,26636,548,NM_001199054,-
144.15,26637,539,NM_001199054,-
144.16,26638,538,NM_001199054,-
144.17,26639,528,NM_001199054,-
144.18,26640,525,NM_001199054,-
144.19,26641,522,NM_001199054,-
144.2,26642,517,NM_001199054,-
144.211,26643,297,NM_001199054,-
144.22,26644,-70,NM_001199054,-
144.23,26645,-77,NM_001199054,-
7532,26646,18912,NM_001145011,+
7541,26647,-371,NM_145253,-
754.1,26648,-372,NM_145253,-
754.2,26649,-374,NM_145253,-
754.3,26650,-375,NM_145253,-
754.4,26651,-381,NM_145253,-
754.5,26652,-400,NM_145253,-
754.6,26653,-615,NM_145253,-
754.7,26654,-645,NM_145253,-
754.8,26655,-646,NM_145253,-
754.9,26656,-660,NM_145253,-
754.1,26657,-676,NM_145253,-
7671,26658,8513,NR_106827,+
767.11,26659,8523,NR_106827,+
767.21,26660,8528,NR_106827,+
767.31,26661,8579,NR_106827,+
767.41,26662,8588,NR_106827,+
767.51,26663,8595,NR_106827,+
7641,26664,1650,NM_001193452,+
7652,26665,209,NM_021646,-
1323,26666,1473,NM_024589,-
132.13,26667,1472,NM_024589,-
132.22,26668,1398,NM_024589,-
132.32,26669,1392,NM_024589,-
1369,26670,32255,NM_002705,-
7741,26671,29713,NM_014692,+
7721,26672,-25144,NR_038913,+
772.1,26673,-25132,NR_038913,+
772.2,26674,-22485,NR_038913,+
7783,26675,-88632,NM_201598,-
1218,26676,-50847,NM_001142333,+
12.11,26677,-19552,NM_001142333,+
1314,26678,422,NM_018723,+
13.114,26679,423,NM_018723,+
13.213,26680,425,NM_018723,+
13.312,26681,455,NM_018723,+
13.411,26682,481,NM_018723,+
13.511,26683,486,NM_018723,+
13.611,26684,618,NM_018723,+
13.79,26685,1251,NM_018723,+
13.82,26686,1256,NM_018723,+
13.92,26687,1265,NM_018723,+
13.102,26688,1269,NM_018723,+
13.115,26689,49783,NM_018723,+
1455,26690,-75609,NM_145892,+
145.1,26691,-75595,NM_145892,+
7832,26692,506125,NM_001290098,-
783.112,26693,506069,NM_001290098,-
783.211,26694,506056,NM_001290098,-
783.311,26695,374829,NM_001290098,-
783.411,26696,374711,NM_001290098,-
783.511,26697,374697,NM_001290098,-
7823,26698,5739,NR_110736,-
7872,26699,1760,NM_000663,+
7982,26700,649,NM_001278264,-
798.112,26701,635,NM_001278264,-
798.212,26702,586,NM_001278264,-
798.311,26703,566,NM_001278264,-
798.411,26704,453,NM_001278264,-
798.56,26705,392,NM_001278264,-
798.62,26706,386,NM_001278264,-
798.72,26707,382,NM_001278264,-
7951,26708,-714,NM_001278260,-
795.11,26709,-716,NM_001278260,-
795.21,26710,-737,NM_001278260,-
795.31,26711,-15397,NM_001278260,-
795.4,26712,-16553,NM_001278260,-
14910,26713,12035,NM_003470,-
149.11,26714,-49939,NM_003470,-
149.21,26715,-49942,NM_003470,-
8012,26716,34134,NM_014117,+
8022,26717,-19940,NR_036166,+
802.111,26718,-19916,NR_036166,+
8033,26719,84646,NR_106988,-
803.113,26720,84638,NR_106988,-
803.24,26721,-233965,NR_106988,-
15110,26722,142451,NM_001134408,-
151.14,26723,142449,NM_001134408,-
151.21,26724,142436,NM_001134408,-
151.31,26725,142434,NM_001134408,-
151.41,26726,142423,NM_001134408,-
151.51,26727,142417,NM_001134408,-
15310,26728,-43,NM_000833,-
153.11,26729,-60,NM_000833,-
153.21,26730,-441,NM_000833,-
153.31,26731,-444,NM_000833,-
153.41,26732,-449,NM_000833,-
153.5,26733,-69803,NM_000833,-
203,26734,-56294,NM_024997,+
8054,26735,21576,NM_001424,-
805.16,26736,21522,NM_001424,-
1542,26737,462,NM_144674,-
1589,26738,224,NM_001079512,-
158.13,26739,220,NM_001079512,-
158.22,26740,219,NM_001079512,-
158.32,26741,217,NM_001079512,-
158.42,26742,214,NM_001079512,-
158.51,26743,201,NM_001079512,-
158.61,26744,-20746,NM_001079512,-
16110,26745,29599,NM_001286402,+
161.11,26746,29943,NM_001286402,+
161.21,26747,29949,NM_001286402,+
8132,26748,72944,NM_003745,-
813.11,26749,72878,NM_003745,-
813.21,26750,44902,NM_003745,-
813.31,26751,44824,NM_003745,-
813.41,26752,44820,NM_003745,-
813.51,26753,22720,NM_003745,-
813.61,26754,22714,NM_003745,-
8092,26755,240,NM_005425,-
8111,26756,233,NM_002762,-
8192,26757,-24215,NM_152308,+
819.11,26758,-18162,NM_152308,+
819.21,26759,-18157,NM_152308,+
819.31,26760,-17735,NM_152308,+
819.41,26761,27160,NM_152308,+
819.51,26762,50000,NM_152308,+
819.61,26763,55760,NM_152308,+
819.7,26764,55762,NM_152308,+
819.8,26765,55781,NM_152308,+
8203,26766,-58091,NR_110907,+
820.12,26767,-58084,NR_110907,+
820.21,26768,-41254,NR_110907,+
820.31,26769,-40060,NR_110907,+
820.41,26770,-40059,NR_110907,+
820.5,26771,-29473,NR_110907,+
820.6,26772,-15357,NR_110907,+
820.7,26773,4331,NR_110907,+
820.8,26774,4334,NR_110907,+
820.9,26775,6450,NR_110907,+
820.1,26776,11538,NR_110907,+
1662,26777,-22177,NR_024320,-
8212,26778,-16057,NM_003498,+
8222,26779,-2701,NM_014153,-
822.111,26780,-2707,NM_014153,-
822.22,26781,-2760,NM_014153,-
2313,26782,194225,NM_032167,+
23.17,26783,243146,NM_032167,+
23.23,26784,303800,NM_032167,+
23.33,26785,303831,NM_032167,+
23.41,26786,338539,NM_032167,+
8303,26787,-272339,NR_039869,+
830.12,26788,-176179,NR_039869,+
830.22,26789,-176159,NR_039869,+
830.31,26790,-176147,NR_039869,+
830.41,26791,-176113,NR_039869,+
830.5,26792,-176104,NR_039869,+
1672,26793,-901,NM_001145204,+
167.11,26794,-896,NM_001145204,+
167.21,26795,-894,NM_001145204,+
167.31,26796,-882,NM_001145204,+
167.41,26797,-881,NM_001145204,+
167.5,26798,-846,NM_001145204,+
167.6,26799,-841,NM_001145204,+
8313,26800,410,NM_001145205,+
831.11,26801,413,NM_001145205,+
831.21,26802,417,NM_001145205,+
831.31,26803,421,NM_001145205,+
831.42,26804,425,NM_001145205,+
831.5,26805,449,NM_001145205,+
831.6,26806,454,NM_001145205,+
831.7,26807,461,NM_001145205,+
831.8,26808,488,NM_001145205,+
831.9,26809,497,NM_001145205,+
831.1,26810,501,NM_001145205,+
831.111,26811,503,NM_001145205,+
831.12,26812,509,NM_001145205,+
831.13,26813,510,NM_001145205,+
831.14,26814,513,NM_001145205,+
831.15,26815,521,NM_001145205,+
831.16,26816,525,NM_001145205,+
831.17,26817,532,NM_001145205,+
831.18,26818,543,NM_001145205,+
831.19,26819,554,NM_001145205,+
831.2,26820,557,NM_001145205,+
831.21,26821,571,NM_001145205,+
831.22,26822,582,NM_001145205,+
831.23,26823,587,NM_001145205,+
831.24,26824,598,NM_001145205,+
831.25,26825,610,NM_001145205,+
831.26,26826,611,NM_001145205,+
831.27,26827,616,NM_001145205,+
831.28,26828,617,NM_001145205,+
831.29,26829,627,NM_001145205,+
831.3,26830,628,NM_001145205,+
831.31,26831,631,NM_001145205,+
831.32,26832,632,NM_001145205,+
831.33,26833,634,NM_001145205,+
831.34,26834,758,NM_001145205,+
831.35,26835,771,NM_001145205,+
831.36,26836,782,NM_001145205,+
831.37,26837,785,NM_001145205,+
831.38,26838,815,NM_001145205,+
831.39,26839,823,NM_001145205,+
831.4,26840,166317,NM_001145205,+
831.41,26841,496687,NM_001145205,+
1701,26842,-369640,NM_005236,+
8324,26843,-21876,NR_110915,-
8341,26844,-4327,NR_030177,+
834.18,26845,109,NR_030177,+
834.21,26846,118,NR_030177,+
834.31,26847,157,NR_030177,+
834.41,26848,159,NR_030177,+
834.51,26849,170,NR_030177,+
835,26850,-1305,NR_029854,+
835.1,26851,-1254,NR_029854,+
835.2,26852,-1228,NR_029854,+
835.3,26853,-1227,NR_029854,+
835.4,26854,-1207,NR_029854,+
835.5,26855,-1198,NR_029854,+
835.6,26856,310,NR_029854,+
835.7,26857,320,NR_029854,+
835.8,26858,1501,NR_029854,+
835.9,26859,43353,NR_029854,+
835.1,26860,55124,NR_029854,+
835.11,26861,55179,NR_029854,+
835.12,26862,55190,NR_029854,+
835.13,26863,55199,NR_029854,+
8361,26864,27169,NM_003561,-
8562,26865,10408,NR_037466,-
856.111,26866,10389,NR_037466,-
8572,26867,-24,NM_173803,+
857.11,26868,-4,NM_173803,+
8584,26869,5,NM_001128423,+
858.114,26870,10,NM_001128423,+
8594,26871,34966,NR_106761,-
1861,26872,27258,NM_001040113,-
8681,26873,169344,NM_001282511,+
1922,26874,473810,NM_022166,-
192.1,26875,399792,NM_022166,-
192.2,26876,330981,NM_022166,-
192.3,26877,198140,NM_022166,-
192.4,26878,-3877,NM_022166,-
192.5,26879,-207037,NM_022166,-
192.6,26880,-277337,NM_022166,-
192.7,26881,-277344,NM_022166,-
192.8,26882,-277355,NM_022166,-
8953,26883,-11618,NR_028028,+
901,26884,622,NM_001034841,+
901.1,26885,630,NM_001034841,+
901.2,26886,636,NM_001034841,+
901.3,26887,758,NM_001034841,+
901.4,26888,768,NM_001034841,+
901.5,26889,782,NM_001034841,+
901.6,26890,786,NM_001034841,+
901.7,26891,797,NM_001034841,+
901.8,26892,808,NM_001034841,+
901.9,26893,815,NM_001034841,+
901.1,26894,903,NM_001034841,+
901.11,26895,908,NM_001034841,+
901.12,26896,909,NM_001034841,+
901.13,26897,914,NM_001034841,+
901.14,26898,915,NM_001034841,+
901.15,26899,924,NM_001034841,+
901.16,26900,925,NM_001034841,+
901.17,26901,933,NM_001034841,+
901.18,26902,935,NM_001034841,+
901.19,26903,2098,NM_001034841,+
1941,26904,39852,NM_020314,+
194.1,26905,39873,NM_020314,+
194.2,26906,39874,NM_020314,+
194.3,26907,39901,NM_020314,+
9111,26908,16924,NM_016235,-
911.17,26909,1203,NM_016235,-
911.2,26910,952,NM_016235,-
911.3,26911,941,NM_016235,-
911.4,26912,935,NM_016235,-
911.5,26913,924,NM_016235,-
911.6,26914,922,NM_016235,-
911.7,26915,921,NM_016235,-
911.8,26916,920,NM_016235,-
911.9,26917,919,NM_016235,-
911.1,26918,908,NM_016235,-
911.11,26919,899,NM_016235,-
911.12,26920,887,NM_016235,-
911.13,26921,-831,NM_016235,-
911.14,26922,-847,NM_016235,-
911.15,26923,-868,NM_016235,-
911.16,26924,-912,NM_016235,-
9131,26925,4451,NM_003361,-
913.1,26926,4433,NM_003361,-
9123,26927,18171,NM_174924,-
912.11,26928,18162,NM_174924,-
912.2,26929,18125,NM_174924,-
912.3,26930,18110,NM_174924,-
921,26931,157,NM_052956,-
9311,26932,-39015,NM_020422,+
931.15,26933,-24221,NM_020422,+
9351,26934,-17189,NR_026675,+
935.1,26935,-17176,NR_026675,+
935.2,26936,-17156,NR_026675,+
935.3,26937,-17150,NR_026675,+
214,26938,3508,NM_170664,+
2172,26939,-510,NM_173615,+
9571,26940,-45977,NR_030385,+
957.11,26941,16133,NR_030385,+
9592,26942,-1157,NM_006043,+
959.16,26943,-1147,NM_006043,+
959.21,26944,-395,NM_006043,+
959.31,26945,-389,NM_006043,+
959.41,26946,-387,NM_006043,+
959.51,26947,-382,NM_006043,+
959.61,26948,-378,NM_006043,+
959.71,26949,-368,NM_006043,+
959.81,26950,-139,NM_006043,+
959.91,26951,-138,NM_006043,+
959.1,26952,-91,NM_006043,+
959.11,26953,-90,NM_006043,+
959.12,26954,333,NM_006043,+
959.13,26955,384,NM_006043,+
959.14,26956,409,NM_006043,+
959.15,26957,7264,NM_006043,+
218,26958,6738,NM_001039,+
218.1,26959,6747,NM_001039,+
218.2,26960,6754,NM_001039,+
218.3,26961,6770,NM_001039,+
218.4,26962,6771,NM_001039,+
2203,26963,52013,NM_000336,+
220.12,26964,53198,NM_000336,+
220.21,26965,69740,NM_000336,+
220.31,26966,69750,NM_000336,+
9612,26967,1205,NM_015044,-
961.1,26968,1185,NM_015044,-
2226,26969,64,NM_033266,-
9711,26970,69,NM_022097,+
971.11,26971,609,NM_022097,+
971.21,26972,709,NM_022097,+
971.31,26973,785,NM_022097,+
971.41,26974,889,NM_022097,+
2610,26975,-127,NM_002738,+
26.1,26976,-123,NM_002738,+
2910,26977,12027,NM_212535,+
9722,26978,-205985,NM_006539,+
972.12,26979,-205959,NM_006539,+
972.22,26980,-131687,NM_006539,+
972.31,26981,-64358,NM_006539,+
972.41,26982,848,NM_006539,+
972.51,26983,849,NM_006539,+
972.61,26984,882,NM_006539,+
9731,26985,-4348,NM_006910,+
973.1,26986,-4316,NM_006910,+
2296,26987,-83582,NM_006040,+
229.15,26988,399,NM_006040,+
229.21,26989,407,NM_006040,+
229.31,26990,418,NM_006040,+
229.4,26991,430,NM_006040,+
229.5,26992,788,NM_006040,+
229.6,26993,813,NM_006040,+
229.7,26994,820,NM_006040,+
229.8,26995,833,NM_006040,+
229.9,26996,834,NM_006040,+
229.1,26997,844,NM_006040,+
229.11,26998,845,NM_006040,+
229.12,26999,862,NM_006040,+
229.13,27000,863,NM_006040,+
229.14,27001,874,NM_006040,+
9841,27002,417,NM_001145545,+
984.1,27003,426,NM_001145545,+
986,27004,-36495,NM_024773,+
986.1,27005,-36358,NM_024773,+
985,27006,19445,NM_001145348,+
9911,27007,2005,NM_001257406,+
991.1,27008,2014,NM_001257406,+
9961,27009,108264,NM_144675,-
996.16,27010,-39270,NM_144675,-
2314,27011,6271,NM_001109763,-
231.12,27012,6270,NM_001109763,-
231.21,27013,6259,NM_001109763,-
231.31,27014,6206,NM_001109763,-
231.41,27015,991,NM_001109763,-
231.51,27016,989,NM_001109763,-
231.6,27017,891,NM_001109763,-
231.7,27018,-1572,NM_001109763,-
3610,27019,17677,NM_001024401,+
36.1,27020,25043,NM_001024401,+
1007,27021,3518,NM_018690,+
2412,27022,729,NM_138414,+
1019,27023,8863,NM_177528,-
1019.1,27024,8852,NM_177528,-
1019.2,27025,8807,NM_177528,-
1019.3,27026,8785,NM_177528,-
1019.4,27027,6429,NM_177528,-
10411,27028,1019,NM_003321,-
1041.11,27029,1000,NM_003321,-
1041.21,27030,994,NM_003321,-
1041.31,27031,986,NM_003321,-
1045,27032,612,NM_024816,-
10391,27033,615,NM_001770,+
10552,27034,415,NM_001142450,+
1055.12,27035,416,NM_001142450,+
10502,27036,-67,NM_014387,+
2453,27037,59,NR_003369,+
245.12,27038,65,NR_003369,+
245.22,27039,75,NR_003369,+
245.32,27040,53462,NR_003369,+
245.4,27041,82999,NR_003369,+
245.5,27042,109865,NR_003369,+
3510,27043,-81766,NR_002939,+
35.11,27044,-65665,NR_002939,+
35.21,27045,-40060,NR_002939,+
35.31,27046,-40053,NR_002939,+
35.41,27047,-40052,NR_002939,+
35.51,27048,-16957,NR_002939,+
35.61,27049,-16954,NR_002939,+
35.71,27050,-16936,NR_002939,+
35.8,27051,-16924,NR_002939,+
1074,27052,1795,NM_003123,+
1074.1,27053,1813,NM_003123,+
10753,27054,17864,NM_014298,+
1093,27055,1883,NM_175900,-
1093.1,27056,1796,NM_175900,-
10982,27057,2577,NM_001276276,+
1098.12,27058,2592,NM_001276276,+
1098.22,27059,2603,NM_001276276,+
1098.32,27060,2640,NM_001276276,+
10791,27061,-742,NM_017458,+
1079.11,27062,-716,NM_017458,+
1079.21,27063,-699,NM_017458,+
1079.3,27064,-683,NM_017458,+
1079.4,27065,-675,NM_017458,+
11064,27066,952,NM_181718,+
1106.111,27067,963,NM_181718,+
1106.21,27068,981,NM_181718,+
1106.31,27069,1008,NM_181718,+
1106.47,27070,1017,NM_181718,+
11272,27071,5646,NM_003586,-
1127.12,27072,5561,NM_003586,-
1127.21,27073,5528,NM_003586,-
1127.3,27074,5527,NM_003586,-
11101,27075,305,NM_004608,-
11132,27076,859,NM_031477,-
1113.11,27077,806,NM_031477,-
1113.2,27078,804,NM_031477,-
1113.3,27079,797,NM_031477,-
1113.4,27080,790,NM_031477,-
1113.5,27081,789,NM_031477,-
11263,27082,152,NM_024307,-
11112,27083,863,NM_002746,-
1111.11,27084,856,NM_002746,-
1142,27085,769,NM_007074,+
11503,27086,-2602,NM_006110,-
3212,27087,1078,NM_001214907,+
32.16,27088,1129,NM_001214907,+
32.22,27089,1149,NM_001214907,+
32.32,27090,1160,NM_001214907,+
11533,27091,1001,NM_052838,-
1153.13,27092,998,NM_052838,-
1153.21,27093,971,NM_052838,-
11611,27094,10098,NM_016643,+
1161.1,27095,10108,NM_016643,+
1161.2,27096,10138,NM_016643,+
1161.3,27097,10147,NM_016643,+
1161.4,27098,10870,NM_016643,+
1161.5,27099,10876,NM_016643,+
1161.6,27100,10903,NM_016643,+
1161.7,27101,10935,NM_016643,+
1161.8,27102,10959,NM_016643,+
1161.9,27103,10969,NM_016643,+
11571,27104,965,NM_012248,-
1159,27105,1443,NM_001114380,+
1159.1,27106,1450,NM_001114380,+
11643,27107,669,NM_023931,-
1169,27108,-3060,NM_033410,-
1169.1,27109,-3083,NM_033410,-
1169.2,27110,-3086,NM_033410,-
1169.3,27111,-3098,NM_033410,-
1169.4,27112,-3105,NM_033410,-
1169.5,27113,-3107,NM_033410,-
1169.6,27114,-3113,NM_033410,-
1169.7,27115,-3115,NM_033410,-
1169.8,27116,-3120,NM_033410,-
1169.9,27117,-3294,NM_033410,-
1169.1,27118,-3302,NM_033410,-
1169.11,27119,-3348,NM_033410,-
1169.12,27120,-3353,NM_033410,-
1169.13,27121,-3356,NM_033410,-
1169.14,27122,-3359,NM_033410,-
1169.15,27123,-3360,NM_033410,-
1169.16,27124,-3371,NM_033410,-
1169.17,27125,-3391,NM_033410,-
1169.18,27126,-3392,NM_033410,-
1169.19,27127,-3395,NM_033410,-
1169.2,27128,-3413,NM_033410,-
1168,27129,374,NM_152458,-
1168.1,27130,361,NM_152458,-
1168.2,27131,359,NM_152458,-
1168.3,27132,347,NM_152458,-
1168.4,27133,125,NM_152458,-
1168.5,27134,-81,NM_152458,-
11701,27135,-583,NM_024031,+
11902,27136,-6,NM_001142544,+
11912,27137,6,NM_001330,+
1191.11,27138,18,NM_001330,+
1191.21,27139,92,NM_001330,+
1191.31,27140,102,NM_001330,+
1191.41,27141,144,NM_001330,+
1200,27142,815,NM_052874,-
1200.1,27143,-927,NM_052874,-
12122,27144,1379,NM_024006,-
1212.19,27145,1310,NM_024006,-
12231,27146,749,NM_005881,+
1223.11,27147,2958,NM_005881,+
12222,27148,5261,NM_002773,-
1222.11,27149,5252,NM_002773,-
1222.21,27150,429,NM_002773,-
1222.3,27151,409,NM_002773,-
1222.4,27152,405,NM_002773,-
1222.5,27153,-3202,NM_002773,-
1222.6,27154,-3230,NM_002773,-
12291,27155,381,NR_102400,+
1229.11,27156,389,NR_102400,+
1229.21,27157,401,NR_102400,+
1229.31,27158,419,NR_102400,+
12282,27159,-189,NM_145182,-
1228.11,27160,-210,NM_145182,-
1228.21,27161,-239,NM_145182,-
1228.31,27162,-250,NM_145182,-
12333,27163,-29906,NM_001286375,+
1233.12,27164,-29737,NM_001286375,+
1233.22,27165,-29678,NM_001286375,+
1233.31,27166,-25282,NM_001286375,+
1233.41,27167,-25278,NM_001286375,+
1233.51,27168,-22995,NM_001286375,+
1233.61,27169,-22994,NM_001286375,+
1233.71,27170,-22982,NM_001286375,+
1233.8,27171,-22964,NM_001286375,+
12343,27172,16678,NM_000887,+
1234.13,27173,16682,NM_000887,+
1234.23,27174,16684,NM_000887,+
12453,27175,-17,NM_001042454,+
1245.12,27176,-11,NM_001042454,+
1245.21,27177,-4,NM_001042454,+
1245.31,27178,6,NM_001042454,+
1245.41,27179,11,NM_001042454,+
1245.51,27180,13,NM_001042454,+
12404,27181,3499,NM_015927,+
1240.17,27182,3713,NM_015927,+
1240.21,27183,3718,NM_015927,+
1240.31,27184,3720,NM_015927,+
1240.41,27185,4263,NM_015927,+
1240.51,27186,4292,NM_015927,+
1240.61,27187,4296,NM_015927,+
1240.71,27188,4297,NM_015927,+
1240.81,27189,4323,NM_015927,+
1240.91,27190,4325,NM_015927,+
1240.101,27191,4327,NM_015927,+
1240.111,27192,4328,NM_015927,+
1240.121,27193,4367,NM_015927,+
1240.131,27194,4379,NM_015927,+
1240.14,27195,4383,NM_015927,+
1240.15,27196,4388,NM_015927,+
1240.16,27197,4400,NM_015927,+
12371,27198,5095,NM_003041,+
12421,27199,9552,NM_016633,+
1242.11,27200,9605,NM_016633,+
1242.2,27201,9634,NM_016633,+
1242.3,27202,9636,NM_016633,+
12512,27203,102478,NR_109773,-
1251.11,27204,102475,NR_109773,-
1251.21,27205,102472,NR_109773,-
1251.3,27206,102466,NR_109773,-
1251.4,27207,102446,NR_109773,-
12522,27208,-48727,NR_033866,-
12802,27209,583,NR_033866,-
1280.11,27210,573,NR_033866,-
69,27211,95266,NR_046943,-
6.11,27212,53539,NR_046943,-
6.21,27213,-5813,NR_046943,-
6.31,27214,-64136,NR_046943,-
12811,27215,144839,NR_038368,-
1281.11,27216,144821,NR_038368,-
1281.21,27217,144817,NR_038368,-
1281.31,27218,144815,NR_038368,-
1281.41,27219,27166,NR_038368,-
1281.51,27220,25311,NR_038368,-
1281.61,27221,19641,NR_038368,-
1281.7,27222,19631,NR_038368,-
1281.8,27223,19629,NR_038368,-
1281.9,27224,17164,NR_038368,-
1281.1,27225,12837,NR_038368,-
1281.11,27226,12833,NR_038368,-
1281.12,27227,501,NR_038368,-
1281.13,27228,-1520,NR_038368,-
1281.14,27229,-1522,NR_038368,-
1281.15,27230,-1524,NR_038368,-
1281.16,27231,-3071,NR_038368,-
1281.17,27232,-3074,NR_038368,-
1281.18,27233,-3081,NR_038368,-
1281.19,27234,-3095,NR_038368,-
12821,27235,196465,NR_002837,-
1282.1,27236,196463,NR_002837,-
1282.2,27237,196458,NR_002837,-
1282.3,27238,196449,NR_002837,-
1282.4,27239,196446,NR_002837,-
1282.5,27240,196443,NR_002837,-
1282.6,27241,196416,NR_002837,-
1282.7,27242,196411,NR_002837,-
1282.8,27243,196294,NR_002837,-
1282.9,27244,196221,NR_002837,-
1282.1,27245,196192,NR_002837,-
1282.11,27246,196190,NR_002837,-
1282.12,27247,196124,NR_002837,-
1282.13,27248,196092,NR_002837,-
1282.14,27249,196088,NR_002837,-
1282.15,27250,196073,NR_002837,-
1282.16,27251,196072,NR_002837,-
1282.17,27252,196041,NR_002837,-
1282.18,27253,196020,NR_002837,-
1282.19,27254,195971,NR_002837,-
1282.2,27255,195970,NR_002837,-
1282.21,27256,195958,NR_002837,-
1282.22,27257,195955,NR_002837,-
1282.23,27258,195948,NR_002837,-
1282.24,27259,195947,NR_002837,-
1282.25,27260,195938,NR_002837,-
1282.26,27261,195937,NR_002837,-
1282.27,27262,195931,NR_002837,-
1282.28,27263,195919,NR_002837,-
1282.29,27264,147921,NR_002837,-
1282.3,27265,147918,NR_002837,-
1282.31,27266,147916,NR_002837,-
1282.32,27267,147884,NR_002837,-
1282.33,27268,147871,NR_002837,-
1282.34,27269,147870,NR_002837,-
1282.35,27270,147858,NR_002837,-
1282.36,27271,147795,NR_002837,-
1282.37,27272,147631,NR_002837,-
1282.38,27273,147128,NR_002837,-
1282.39,27274,147068,NR_002837,-
1282.4,27275,147060,NR_002837,-
1282.41,27276,147058,NR_002837,-
1282.42,27277,108719,NR_002837,-
1282.43,27278,103803,NR_002837,-
1282.44,27279,24781,NR_002837,-
1282.45,27280,24767,NR_002837,-
1282.46,27281,24742,NR_002837,-
1282.47,27282,24710,NR_002837,-
1282.48,27283,-2885,NR_002837,-
1282.49,27284,-2897,NR_002837,-
1282.5,27285,-2918,NR_002837,-
1282.51,27286,-2931,NR_002837,-
1282.52,27287,-2945,NR_002837,-
1282.53,27288,-51992,NR_002837,-
38,27289,-19259,NR_027080,+
38.1,27290,-19250,NR_027080,+
38.2,27291,-19246,NR_027080,+
38.3,27292,-19199,NR_027080,+
38.4,27293,-18881,NR_027080,+
12831,27294,55070,NR_026980,-
1283.11,27295,55064,NR_026980,-
1283.21,27296,55056,NR_026980,-
1283.31,27297,55054,NR_026980,-
12842,27298,7967,NR_034018,-
1285,27299,-492,NR_034019,-
1285.1,27300,-508,NR_034019,-
1285.2,27301,-515,NR_034019,-
1285.3,27302,-522,NR_034019,-
1285.4,27303,-19842,NR_034019,-
1285.5,27304,-19849,NR_034019,-
1285.6,27305,-19871,NR_034019,-
1285.7,27306,-19872,NR_034019,-
1285.8,27307,-19878,NR_034019,-
