chr,start,end,width,strand,mean.meth.diff,num.CpGs,num.DMCs,DMR.pvalue,DMR.qvalue
chr13,53420056,53420091,36,*,45.3939125,6,6,1.96E-18,1.60E-17
chr13,53420298,53420392,95,*,41.05793896,21,19,2.55E-06,4.03E-06
chr13,53421576,53421700,125,*,-39.53416304,9,5,0.000357598,0.000427484
chr13,53422093,53422212,120,*,-28.87172986,15,10,0.000400562,0.000475596
chr13,54887268,54887315,48,*,-35.29678774,5,4,1.57E-06,2.56E-06
chr13,58204000,58204051,52,*,-46.88241766,10,8,4.00E-11,1.18E-10
chr13,58207869,58207899,31,*,-36.87179487,6,5,2.38E-05,3.32E-05
chr13,58209131,58209192,62,*,-41.25219368,5,3,2.34E-05,3.27E-05
chr13,60841891,60841950,60,*,26.30468729,5,3,2.76E-07,4.96E-07
chr13,61913311,61913341,31,*,31.79403561,6,5,2.88E-11,8.59E-11
chr13,67804555,67804578,24,*,-42.52013031,9,6,1.18E-13,4.71E-13
chr13,67804763,67804873,111,*,-83.74845422,26,26,7.87E-15,3.71E-14
chr13,67805285,67805308,24,*,-81.75302245,5,4,9.85E-06,1.44E-05
chr13,68846957,68847020,64,*,36.82345408,6,4,1.29E-11,4.01E-11
chr13,76092755,76092791,37,*,38.28353067,7,5,1.05E-13,4.21E-13
chr13,77459512,77459768,257,*,-81.31606685,45,45,1.26E-06,2.07E-06
chr13,78271800,78271999,200,*,-88.63090607,26,20,2.48E-11,7.45E-11
chr13,78272414,78272524,111,*,-80.3931493,5,5,1.39E-18,1.17E-17
chr13,79170226,79170275,50,*,28.70904887,8,7,0.000815521,0.000933556
chr13,79177184,79177314,131,*,-60.99510767,18,17,2.28E-10,6.06E-10
chr13,79182014,79182268,255,*,-30.47046205,16,11,5.67E-07,9.80E-07
chr13,82832203,82832311,109,*,21.39657456,6,3,3.06E-05,4.21E-05
chr13,84454249,84454325,77,*,-48.89823763,6,6,4.13E-22,1.15E-20
chr13,88324890,88324921,32,*,28.83559578,6,6,4.15E-21,6.16E-20
chr13,88330092,88330355,264,*,23.28854635,14,6,1.49E-06,2.43E-06
chr13,88463198,88463267,70,*,65.09785147,5,5,1.01E-22,6.07E-21
chr13,91827325,91827401,77,*,-30.17704852,5,4,1.83E-07,3.36E-07
chr13,95201255,95201347,93,*,-75.89445653,7,6,3.18E-20,3.64E-19
chr13,95359758,95359811,54,*,-40.13025788,9,7,3.20E-05,4.39E-05
chr13,95363377,95363593,217,*,-63.64934907,22,22,7.57E-06,1.12E-05
chr13,95363956,95364049,94,*,-64.77452141,17,15,9.53E-14,3.85E-13
chr13,95364290,95364484,195,*,-47.80119036,10,8,1.86E-13,7.25E-13
chr13,95411538,95411641,104,*,66.89629862,16,16,1.58E-14,7.15E-14
chr13,95619901,95620027,127,*,-30.73605252,8,3,0.000475072,0.000558281
chr13,95620184,95620295,112,*,-55.46787811,10,8,3.99E-06,6.14E-06
chr13,95620667,95620770,104,*,-38.39214636,15,9,4.38E-06,6.70E-06
chr13,96204761,96204979,219,*,-51.58506314,24,21,7.64E-07,1.30E-06
chr13,96296561,96296755,195,*,-66.40276113,22,18,2.11E-09,4.93E-09
chr13,96296864,96297021,158,*,-68.60395681,11,11,3.02E-12,1.02E-11
chr13,97599752,97599821,70,*,35.84447394,8,5,3.71E-16,2.11E-15
chr13,99404854,99405082,229,*,-58.03082325,19,16,5.48E-07,9.50E-07
chr13,100548488,100548514,27,*,-26.56346867,7,5,0.000214566,0.000264342
chr13,100608314,100608462,149,*,-36.05680197,11,5,5.20E-05,6.94E-05
chr13,100608798,100608877,80,*,-26.39114502,5,3,0.000171711,0.000214138
chr13,100621889,100621931,43,*,-52.73535487,14,14,5.53E-12,1.80E-11
chr13,100641939,100642120,182,*,-49.44869924,15,14,1.01E-05,1.47E-05
chr13,100649730,100649764,35,*,-48.02530803,6,6,1.01E-05,1.48E-05
chr13,101970466,101970538,73,*,53.28147014,5,5,1.84E-22,7.77E-21
chr13,102106263,102106378,116,*,24.92690195,22,10,0.00027986,0.000339846
chr13,103346806,103346853,48,*,69.75634639,9,9,6.01E-15,2.88E-14
chr13,104114780,104114889,110,*,-36.68589401,7,3,0.000314057,0.000378519
chr13,107569985,107570045,61,*,25.28027403,9,4,0.000825197,0.000943843
chr13,108520986,108521063,78,*,32.36343138,9,8,8.79E-09,1.90E-08
chr13,109148153,109148214,62,*,-38.61188963,7,5,1.70E-07,3.13E-07
chr13,110434492,110434726,235,*,-43.70095476,19,18,2.27E-06,3.62E-06
chr13,110435595,110435620,26,*,-36.38630891,6,6,1.67E-06,2.71E-06
chr13,110436651,110436729,79,*,-41.36646577,8,8,4.47E-09,1.00E-08
chr13,110437253,110437288,36,*,-70.19826518,9,7,0.000863954,0.000985791
chr13,110437894,110437951,58,*,-86.83586536,15,10,1.68E-06,2.73E-06
chr13,110438368,110438761,394,*,-50.54667388,43,26,0.000333333,0.000400329
chr13,110522229,110522298,70,*,41.33490127,6,6,2.30E-13,8.87E-13
chr13,110776024,110776099,76,*,43.69046602,5,4,1.39E-09,3.34E-09
chr13,110783992,110784042,51,*,53.7447569,6,6,4.74E-20,5.18E-19
chr13,110835347,110835560,214,*,33.5548343,10,7,1.37E-09,3.28E-09
chr13,110958939,110959033,95,*,-31.61648502,15,7,4.24E-09,9.55E-09
chr13,110959302,110959452,151,*,-62.37454793,31,29,2.48E-10,6.56E-10
chr13,110959593,110959629,37,*,-57.83599193,9,8,1.80E-06,2.91E-06
chr13,111102705,111102855,151,*,-28.81826321,7,3,3.83E-05,5.19E-05
chr13,111297523,111297580,58,*,-35.9562694,6,3,0.000437463,0.000516583
chr13,111672516,111672574,59,*,45.31506633,5,5,1.52E-08,3.20E-08
chr13,111768173,111768286,114,*,-55.13856251,8,5,1.02E-05,1.49E-05
chr13,112061912,112061988,77,*,41.11790365,5,5,1.90E-11,5.81E-11
chr13,112135760,112135896,137,*,26.86705578,7,4,2.56E-07,4.60E-07
chr13,112200230,112200561,332,*,49.9459917,23,18,3.00E-07,5.36E-07
chr13,112219051,112219168,118,*,43.43114457,11,7,1.82E-05,2.59E-05
chr13,112512387,112512463,77,*,32.66992589,6,4,6.44E-14,2.67E-13
chr13,112556114,112556182,69,*,31.03219618,5,4,6.06E-08,1.19E-07
chr13,112563458,112563506,49,*,27.40640383,5,4,7.94E-05,0.000103498
chr13,112721245,112721364,120,*,-44.23253648,14,12,0.000154718,0.000194077
chr13,112727175,112727274,100,*,23.5677422,15,7,0.000406925,0.000482693
chr13,112727441,112727462,22,*,-51.0837127,5,4,5.16E-10,1.31E-09
chr13,112848825,112848859,35,*,72.01454122,5,5,1.01E-22,6.07E-21
chr13,112855700,112855783,84,*,24.90494451,5,3,5.18E-07,8.99E-07
chr13,112887688,112887774,87,*,38.92504409,5,5,8.01E-15,3.76E-14
chr13,112985263,112985338,76,*,40.64152113,9,9,1.07E-14,4.95E-14
chr13,112985422,112985628,207,*,27.79366444,18,12,1.64E-08,3.45E-08
chr13,112997261,112997717,457,*,38.87262521,49,43,7.73E-07,1.31E-06
chr13,113565063,113565137,75,*,-27.26469556,6,3,5.43E-05,7.23E-05
chr13,113628574,113628711,138,*,-34.6777677,6,5,3.42E-06,5.32E-06
chr13,113656195,113656425,231,*,20.69835741,21,6,0.000259725,0.000316646
chr13,113663419,113663479,61,*,-31.18856505,6,3,0.00010687,0.000137143
chr13,113761137,113761211,75,*,50.87870202,6,6,1.17E-11,3.66E-11
chr13,113763897,113764153,257,*,-32.37550167,27,18,0.00028341,0.000343925
chr13,113764684,113764787,104,*,-52.98179941,28,27,0.000133504,0.00016899
chr13,113765317,113765398,82,*,-29.66482221,11,8,8.12E-09,1.77E-08
chr13,113807330,113807579,250,*,-35.75344312,18,17,0.000136547,0.000172668
chr13,114017411,114017463,53,*,44.08202681,8,7,1.70E-12,5.89E-12
chr13,114425996,114426056,61,*,36.26248529,5,5,8.49E-13,3.07E-12
chr13,114435879,114435967,89,*,26.00814972,5,3,2.34E-08,4.82E-08
chr13,114523923,114523998,76,*,-34.79520547,11,9,3.13E-13,1.18E-12
chr13,114524082,114524159,78,*,-42.64114334,7,7,6.89E-17,4.34E-16
chr13,114524420,114524476,57,*,-44.56459126,5,5,2.19E-06,3.50E-06
chr13,114587303,114587439,137,*,44.13298127,10,6,0.000582874,0.000678401
chr13,114750843,114751002,160,*,-24.14788351,9,4,0.00041794,0.000494785
chr13,114917241,114917298,58,*,-30.48232569,5,4,2.78E-08,5.68E-08
chr13,114977015,114977242,228,*,34.16288923,15,13,2.48E-10,6.56E-10
chr14,21270044,21270203,160,*,22.21317147,6,3,2.01E-05,2.83E-05
chr14,21537130,21537235,106,*,29.15397216,11,9,6.43E-06,9.64E-06
chr14,23306507,23306576,70,*,35.10572722,8,7,0.000116114,0.000148211
chr14,23306753,23306775,23,*,52.10623985,6,6,9.17E-07,1.54E-06
chr14,23306954,23306993,40,*,32.48019156,8,7,1.20E-07,2.25E-07
chr14,23834927,23834957,31,*,-63.27981651,6,6,9.63E-07,1.61E-06
chr14,23835706,23835756,51,*,-34.95057793,10,8,1.52E-10,4.13E-10
chr14,24046492,24046527,36,*,-54.53173375,5,5,9.36E-07,1.57E-06
chr14,24551091,24551175,85,*,34.57161233,6,5,5.71E-08,1.12E-07
chr14,24641795,24641945,151,*,-27.73120401,16,10,0.000152619,0.00019168
chr14,24801957,24802075,119,*,-23.82200973,14,5,1.91E-05,2.70E-05
chr14,24804090,24804353,264,*,-41.14765414,36,31,4.13E-08,8.27E-08
chr14,28314730,28314782,53,*,64.83280492,11,11,5.82E-21,8.22E-20
chr14,30396426,30396740,315,*,-42.84842947,31,24,1.15E-11,3.61E-11
chr14,31343451,31343540,90,*,-64.04422284,7,7,1.46E-18,1.22E-17
chr14,31344162,31344189,28,*,-48.44148812,9,9,1.11E-14,5.13E-14
chr14,34268918,34269082,165,*,22.94945949,9,3,1.71E-08,3.58E-08
chr14,34270100,34270211,112,*,39.0798199,12,9,1.98E-10,5.30E-10
chr14,34419758,34419800,43,*,22.96794578,13,7,3.51E-11,1.04E-10
chr14,36003597,36004016,420,*,-40.67517136,53,32,0.000695358,0.000801752
chr14,36986766,36986873,108,*,-54.71293277,19,19,3.13E-09,7.17E-09
chr14,36987030,36987106,77,*,-50.56742471,9,9,2.16E-06,3.46E-06
chr14,36987204,36987306,103,*,-57.94963165,11,6,9.04E-05,0.000117131
chr14,36987534,36987589,56,*,-52.72175557,5,5,2.97E-06,4.66E-06
chr14,36989200,36989326,127,*,-32.89406186,8,4,3.76E-11,1.11E-10
chr14,36989494,36989551,58,*,-69.30358318,8,8,4.83E-22,1.15E-20
chr14,36990376,36990431,56,*,-49.23768627,8,8,2.25E-18,1.82E-17
chr14,37049020,37049100,81,*,-50.17429522,5,5,5.04E-09,1.12E-08
chr14,37049657,37049706,50,*,-33.11174723,7,4,0.000347392,0.0004162
chr14,37051265,37051355,91,*,-60.76747102,5,5,3.20E-19,3.00E-18
chr14,37116395,37116651,257,*,-44.77391001,29,19,2.88E-05,3.97E-05
chr14,37127872,37127927,56,*,-47.05612633,12,12,2.41E-08,4.95E-08
chr14,37128029,37128204,176,*,-54.07231384,10,9,1.96E-11,5.97E-11
chr14,37136017,37136107,91,*,-34.1416539,14,11,1.31E-06,2.16E-06
chr14,38052654,38052761,108,*,25.90210247,13,8,2.05E-14,9.14E-14
chr14,38054070,38054144,75,*,66.58487769,8,8,1.24E-20,1.61E-19
chr14,38057390,38057504,115,*,28.94589341,11,9,5.90E-14,2.46E-13
chr14,38061171,38061304,134,*,46.11271183,13,13,6.86E-17,4.32E-16
chr14,38061945,38061989,45,*,64.71593077,7,7,2.33E-22,8.54E-21
chr14,38066842,38066983,142,*,52.83351457,11,11,7.88E-18,5.77E-17
chr14,38678645,38678669,25,*,-30.3224175,5,3,4.10E-05,5.55E-05
chr14,40686339,40686363,25,*,-35.56551156,5,4,9.41E-10,2.30E-09
chr14,48143528,48143562,35,*,-42.05463587,5,4,8.65E-12,2.75E-11
chr14,48143901,48143951,51,*,-24.67944655,11,5,2.08E-07,3.80E-07
chr14,48145302,48145348,47,*,-52.83171302,7,6,5.93E-11,1.70E-10
chr14,50537564,50537618,55,*,28.72038358,8,6,3.57E-10,9.27E-10
chr14,51338935,51339048,114,*,29.10971462,14,7,4.83E-09,1.08E-08
chr14,51974846,51974898,53,*,-45.14555243,5,5,5.56E-13,2.05E-12
chr14,52535697,52535759,63,*,-59.30597501,12,12,3.78E-07,6.68E-07
chr14,53618916,53618965,50,*,-24.48800948,6,3,9.62E-17,5.93E-16
chr14,53619053,53619323,271,*,-29.545236,27,20,1.22E-15,6.45E-15
chr14,54413599,54413735,137,*,24.00984353,19,8,9.52E-06,1.40E-05
chr14,54686978,54687028,51,*,-24.63403857,9,4,6.29E-16,3.47E-15
chr14,55707828,55707857,30,*,-37.65988372,5,4,9.64E-07,1.61E-06
chr14,56585477,56585800,324,*,-62.98506743,44,38,3.97E-10,1.02E-09
chr14,57261404,57261560,157,*,43.35686115,24,22,2.92E-15,1.46E-14
chr14,57261824,57261878,55,*,33.82104163,7,6,1.80E-17,1.24E-16
chr14,57262024,57262109,86,*,42.81252868,6,6,2.97E-19,2.79E-18
chr14,57276235,57276338,104,*,31.47962911,17,12,4.60E-07,8.05E-07
chr14,57278907,57278961,55,*,24.61086724,7,3,1.21E-06,2.00E-06
chr14,59104608,59104737,130,*,-27.17230656,27,15,3.38E-06,5.26E-06
chr14,59931149,59931194,46,*,-32.55917936,12,11,4.29E-11,1.26E-10
chr14,59931670,59931702,33,*,-29.90930814,6,5,2.90E-05,4.00E-05
chr14,59932031,59932056,26,*,-69.62099125,5,5,0.000217226,0.000267498
chr14,60286369,60286399,31,*,65.53669437,5,5,1.01E-22,6.07E-21
chr14,60386685,60386756,72,*,-44.77439345,7,6,6.66E-13,2.43E-12
chr14,60977830,60977895,66,*,-27.68168271,11,6,2.70E-07,4.85E-07
chr14,60981637,60981672,36,*,-72.89317507,5,3,0.000102014,0.000131305
chr14,60981812,60981864,53,*,-68.91157201,14,14,1.64E-16,9.84E-16
chr14,61110699,61110779,81,*,-36.53971012,6,4,5.05E-06,7.66E-06
chr14,61116153,61116373,221,*,-23.70503863,19,6,1.99E-07,3.64E-07
chr14,61188238,61188269,32,*,-40.02285079,6,6,5.21E-17,3.34E-16
chr14,61655157,61655229,73,*,59.09184798,7,7,2.33E-22,8.54E-21
chr14,61746803,61746873,71,*,32.8542205,7,5,1.49E-18,1.24E-17
chr14,61746988,61747038,51,*,40.58683082,10,9,8.90E-08,1.71E-07
chr14,61747947,61748001,55,*,32.02252152,8,7,7.87E-21,1.07E-19
chr14,62035353,62035512,160,*,36.74449486,20,20,1.76E-13,6.90E-13
chr14,62217775,62217918,144,*,26.97012488,14,7,4.15E-14,1.77E-13
chr14,62279467,62279542,76,*,-74.12954262,10,10,2.50E-21,3.92E-20
chr14,63512227,63512275,49,*,-70.58581875,5,5,1.45E-09,3.47E-09
chr14,63512793,63512863,71,*,-49.58139432,11,11,8.62E-10,2.12E-09
chr14,65016645,65016723,79,*,29.91986535,9,8,1.04E-14,4.84E-14
chr14,65016821,65016901,81,*,35.42432094,16,11,5.28E-06,7.99E-06
chr14,68195910,68195965,56,*,31.72510146,8,6,2.51E-10,6.64E-10
chr14,69095024,69095114,91,*,62.42784315,16,16,3.05E-19,2.87E-18
chr14,69095230,69095291,62,*,56.14270432,7,6,3.23E-11,9.59E-11
chr14,70038797,70038824,28,*,-49.53162274,6,5,2.87E-07,5.14E-07
chr14,70039892,70040020,129,*,-26.55394392,18,7,1.39E-06,2.28E-06
chr14,70700972,70701129,158,*,49.98950718,10,9,2.04E-19,1.98E-18
chr14,71109297,71109377,81,*,22.05137443,8,3,8.79E-11,2.47E-10
chr14,71721076,71721103,28,*,44.55433455,5,5,4.51E-07,7.90E-07
chr14,73706302,73706354,53,*,24.75252481,10,5,4.96E-07,8.63E-07
chr14,73712323,73712379,57,*,-28.76559586,5,4,9.33E-11,2.61E-10
chr14,74036476,74036527,52,*,26.21540191,12,8,1.49E-06,2.43E-06
chr14,74058585,74058780,196,*,20.1802561,20,3,3.42E-15,1.70E-14
chr14,74705903,74706075,173,*,-32.52593968,7,5,8.34E-11,2.35E-10
chr14,74706436,74706508,73,*,-54.04420137,8,8,1.12E-14,5.17E-14
chr14,74706679,74706798,120,*,-59.92805074,17,16,2.98E-09,6.84E-09
chr14,74707141,74707271,131,*,-48.663638,17,17,2.82E-08,5.75E-08
chr14,74707465,74707806,342,*,-55.27755467,34,34,1.29E-12,4.55E-12
chr14,75078376,75078514,139,*,-51.49933068,21,19,4.84E-07,8.43E-07
chr14,75415238,75415339,102,*,51.79857697,7,5,2.54E-14,1.12E-13
chr14,77492058,77492136,79,*,33.97923043,10,9,5.00E-09,1.11E-08
chr14,77492308,77492370,63,*,23.2933289,10,4,2.12E-09,4.96E-09
chr14,77492663,77492732,70,*,41.63051573,8,8,2.68E-20,3.15E-19
chr14,77736525,77736660,136,*,-38.90578322,8,7,4.28E-09,9.64E-09
chr14,77737116,77737253,138,*,-70.90984468,16,15,2.28E-07,4.13E-07
chr14,77964678,77964761,84,*,-74.26881731,10,9,3.83E-06,5.91E-06
chr14,78432724,78432797,74,*,-28.42113587,9,4,0.000158401,0.000198361
chr14,78447582,78447692,111,*,33.2377925,13,11,1.32E-13,5.25E-13
chr14,80097881,80097959,79,*,50.88641274,5,4,1.48E-11,4.55E-11
chr14,82868717,82868748,32,*,31.02214997,5,4,1.65E-11,5.05E-11
chr14,85999652,85999850,199,*,-26.78250429,20,10,0.000333733,0.000400751
chr14,86684054,86684086,33,*,39.2364033,6,5,8.09E-20,8.48E-19
chr14,88789631,88789867,237,*,-32.84759941,24,13,2.64E-10,6.96E-10
chr14,88790022,88790119,98,*,-44.40964884,12,9,1.11E-11,3.48E-11
chr14,90091953,90091993,41,*,40.43530502,8,7,5.82E-11,1.67E-10
chr14,90528799,90528846,48,*,21.85184032,12,3,2.39E-07,4.32E-07
chr14,90651076,90651142,67,*,39.69400631,8,6,2.82E-09,6.50E-09
chr14,91593890,91593949,60,*,59.55203788,5,5,1.01E-22,6.07E-21
chr14,92790437,92790493,57,*,-42.54353455,5,5,5.19E-06,7.86E-06
chr14,93399039,93399102,64,*,-25.52551499,7,4,9.52E-08,1.82E-07
chr14,93483950,93484010,61,*,73.86348995,7,7,2.33E-22,8.54E-21
chr14,94055546,94055607,62,*,40.71193601,5,4,7.30E-10,1.81E-09
chr14,94291030,94291111,82,*,40.6882229,7,7,9.25E-11,2.59E-10
chr14,95233732,95233790,59,*,-39.26401614,6,6,7.62E-18,5.60E-17
chr14,95237840,95237909,70,*,-44.87938883,5,5,2.39E-17,1.62E-16
chr14,96180490,96180526,37,*,-43.6353958,8,8,7.79E-13,2.82E-12
chr14,96343459,96343563,105,*,-29.69772944,14,4,9.10E-05,0.000117938
chr14,96890524,96890580,57,*,23.17641218,13,4,1.93E-09,4.53E-09
chr14,97090049,97090111,63,*,35.60019126,5,5,1.32E-18,1.11E-17
chr14,99737007,99737063,57,*,-44.30803692,7,4,1.31E-17,9.28E-17
chr14,99737364,99737398,35,*,-45.76962989,5,4,5.71E-15,2.75E-14
chr14,99738354,99738397,44,*,-26.50692106,9,4,0.000602052,0.000699472
chr14,100039422,100039488,67,*,-27.99771656,6,5,2.37E-16,1.39E-15
chr14,100069709,100069775,67,*,-43.97396087,8,6,3.47E-06,5.39E-06
chr14,100091465,100091521,57,*,38.13421293,6,5,4.31E-11,1.26E-10
chr14,100111500,100111628,129,*,-60.98314839,13,13,7.11E-10,1.76E-09
chr14,100111770,100111821,52,*,-62.70376015,9,9,1.07E-06,1.78E-06
chr14,100413661,100413715,55,*,44.52005603,7,6,6.79E-15,3.23E-14
chr14,100603546,100603607,62,*,45.94053885,6,5,2.96E-19,2.79E-18
chr14,100771087,100771203,117,*,58.40896103,10,10,2.67E-21,4.13E-20
chr14,100784635,100784847,213,*,26.3236017,14,10,9.91E-06,1.45E-05
chr14,101034935,101035082,148,*,-52.51904052,15,13,1.02E-10,2.85E-10
chr14,101089531,101089607,77,*,27.48456378,5,3,2.14E-12,7.35E-12
chr14,101134088,101134163,76,*,30.50489218,6,4,3.07E-15,1.53E-14
chr14,101173050,101173102,53,*,-24.88279187,6,3,3.68E-06,5.69E-06
chr14,101302455,101302588,134,*,42.98841731,10,9,3.56E-16,2.03E-15
chr14,101311932,101311984,53,*,45.67222646,8,8,9.19E-20,9.52E-19
chr14,101340935,101341011,77,*,50.22869418,5,5,1.48E-22,6.46E-21
chr14,101491606,101491818,213,*,66.5678647,5,5,8.81E-23,6.07E-21
chr14,101517452,101517487,36,*,41.97221561,5,5,1.63E-21,2.69E-20
chr14,101579047,101579210,164,*,26.37126428,9,5,6.81E-09,1.49E-08
chr14,101643699,101643761,63,*,32.35988521,5,4,2.95E-14,1.28E-13
chr14,101713759,101713820,62,*,42.75353238,5,5,1.01E-22,6.07E-21
chr14,101908983,101909014,32,*,-20.06290937,5,4,4.92E-07,8.56E-07
chr14,101925253,101925517,265,*,27.52329677,21,14,1.42E-05,2.03E-05
chr14,102005962,102006030,69,*,35.39265789,5,5,4.59E-12,1.51E-11
chr14,102018492,102018547,56,*,44.49794452,5,5,3.36E-20,3.82E-19
chr14,102026142,102026195,54,*,-52.3204805,11,11,5.82E-21,8.22E-20
chr14,102026597,102026777,181,*,-53.83755408,24,22,2.14E-12,7.35E-12
chr14,102027328,102027469,142,*,-40.52020989,17,15,1.31E-05,1.89E-05
chr14,102031252,102031517,266,*,-25.34536217,26,14,6.44E-06,9.66E-06
chr14,102067554,102067607,54,*,43.81395443,5,5,2.51E-19,2.41E-18
chr14,102172619,102172675,57,*,-30.05561941,7,5,3.74E-08,7.54E-08
chr14,102247523,102247689,167,*,-22.75572402,11,5,2.47E-12,8.42E-12
chr14,102529964,102530115,152,*,37.01258012,12,11,2.46E-14,1.08E-13
chr14,103389242,103389298,57,*,-46.37654425,10,8,3.79E-16,2.16E-15
chr14,103389780,103390011,232,*,-31.48364244,13,9,2.76E-12,9.34E-12
chr14,103394645,103394805,161,*,-40.2418667,17,16,6.67E-09,1.46E-08
chr14,103396364,103396394,31,*,-43.77124951,5,5,8.22E-11,2.31E-10
chr14,103396797,103396854,58,*,-31.37136803,7,6,1.48E-11,4.56E-11
chr14,103558078,103558234,157,*,-35.44586038,12,8,1.11E-11,3.48E-11
chr14,103589361,103589426,66,*,30.95122212,5,4,1.50E-16,9.05E-16
chr14,103605198,103605394,197,*,-26.93313665,8,3,5.57E-07,9.63E-07
chr14,103655344,103655503,160,*,-50.3224867,12,11,3.26E-06,5.08E-06
chr14,103674079,103674216,138,*,25.76610696,18,10,0.000643579,0.000745431
chr14,103739762,103739885,124,*,-31.69432041,30,18,1.70E-06,2.76E-06
chr14,103988784,103988873,90,*,-20.03423649,8,4,3.14E-05,4.31E-05
chr14,103988959,103989150,192,*,-73.94026155,36,35,1.20E-11,3.75E-11
chr14,104165236,104165278,43,*,69.04473826,8,8,3.37E-10,8.77E-10
chr14,104314656,104314735,80,*,26.87047273,7,4,1.42E-09,3.40E-09
chr14,104338247,104338290,44,*,-47.64151167,9,7,6.76E-05,8.89E-05
chr14,104356107,104356173,67,*,27.25069826,5,3,5.32E-09,1.18E-08
chr14,104551882,104552133,252,*,29.39755098,17,12,3.52E-09,8.04E-09
chr14,104574977,104575169,193,*,29.74319137,8,6,6.74E-08,1.31E-07
chr14,104581046,104581128,83,*,-29.44035562,6,5,1.60E-13,6.29E-13
chr14,104583035,104583091,57,*,22.31066127,8,3,9.42E-20,9.73E-19
chr14,104583508,104583634,127,*,26.6141334,13,7,2.28E-07,4.14E-07
chr14,104583829,104583903,75,*,36.60430233,12,12,1.97E-15,1.01E-14
chr14,104584062,104584130,69,*,32.42594657,10,9,4.34E-10,1.11E-09
chr14,104584493,104584631,139,*,37.82034842,12,10,2.19E-16,1.29E-15
chr14,104601998,104602078,81,*,32.87854569,6,5,7.26E-12,2.33E-11
chr14,104604627,104604699,73,*,-23.956309,9,5,6.41E-09,1.41E-08
chr14,104604898,104604960,63,*,-21.20526187,10,3,7.10E-08,1.38E-07
chr14,104605097,104605234,138,*,-55.19267864,23,18,2.15E-05,3.02E-05
chr14,104605394,104605611,218,*,-78.6350183,26,25,3.80E-08,7.65E-08
chr14,104637777,104637839,63,*,29.15187331,6,4,2.48E-15,1.26E-14
chr14,104644804,104644901,98,*,39.98869032,11,9,1.24E-09,3.00E-09
chr14,104757432,104757498,67,*,44.10414346,5,5,2.82E-13,1.08E-12
chr14,104759066,104759120,55,*,43.21723993,9,9,1.23E-11,3.82E-11
chr14,104808433,104808502,70,*,24.33114341,6,3,5.00E-19,4.52E-18
chr14,104834290,104834352,63,*,51.78972442,7,7,2.33E-22,8.54E-21
chr14,104840727,104840792,66,*,33.36987865,5,4,7.74E-21,1.06E-19
chr14,104862486,104862598,113,*,25.34956476,5,3,8.24E-08,1.59E-07
chr14,104899133,104899166,34,*,38.54592665,5,5,5.22E-17,3.35E-16
chr14,104899429,104899496,68,*,20.27292071,5,3,7.91E-06,1.17E-05
chr14,104902707,104902733,27,*,-37.17409717,5,5,6.71E-09,1.47E-08
chr14,104928583,104928644,62,*,-27.89457495,7,5,7.91E-16,4.30E-15
chr14,105009857,105009937,81,*,30.96492396,5,4,3.69E-10,9.55E-10
chr14,105018818,105018966,149,*,21.37903098,5,3,4.21E-08,8.41E-08
chr14,105048188,105048322,135,*,-29.9336541,10,7,3.51E-10,9.12E-10
chr14,105154555,105154690,136,*,28.14477497,8,6,2.65E-10,7.00E-10
chr14,105164359,105164430,72,*,-26.64145178,5,3,3.87E-05,5.26E-05
chr14,105181920,105181963,44,*,72.99516631,6,6,1.32E-22,6.07E-21
chr14,105202798,105202881,84,*,31.93671659,7,7,1.29E-13,5.14E-13
chr14,105309711,105309826,116,*,26.07479146,10,6,7.93E-11,2.24E-10
chr14,105310020,105310137,118,*,32.76878173,20,19,5.95E-18,4.45E-17
chr14,105330228,105330383,156,*,25.74082874,5,3,4.54E-15,2.22E-14
chr14,105337238,105337274,37,*,-33.58704698,5,4,0.000227896,0.000280023
chr14,105362124,105362184,61,*,-25.05910808,7,3,5.01E-06,7.60E-06
chr14,105399394,105399434,41,*,-34.71469434,11,9,1.52E-10,4.14E-10
chr14,105439897,105440040,144,*,-46.1296698,6,5,1.11E-13,4.46E-13
chr14,105480569,105480650,82,*,64.07779155,6,6,1.32E-22,6.07E-21
chr14,105527489,105527636,148,*,-31.34405477,10,8,0.000171156,0.000213512
chr14,105665480,105665556,77,*,-33.74192508,5,5,3.27E-13,1.23E-12
chr14,105714380,105714444,65,*,36.4021985,6,5,2.29E-08,4.74E-08
chr14,105830604,105830650,47,*,-55.92402649,11,11,9.88E-14,3.98E-13
chr14,105915206,105915248,43,*,64.81660868,7,6,1.29E-07,2.41E-07
chr14,105915566,105915664,99,*,34.45614344,8,4,8.15E-08,1.57E-07
chr14,105942539,105942661,123,*,30.50217564,9,7,3.47E-11,1.03E-10
chr14,105944433,105944570,138,*,-27.99492416,11,4,1.43E-06,2.34E-06
chr14,105945279,105945553,275,*,-30.68804736,21,8,0.000232825,0.00028569
chr14,105953171,105953245,75,*,30.69724157,6,5,9.28E-10,2.27E-09
chr14,105953521,105953781,261,*,27.11162476,31,20,4.75E-06,7.23E-06
chr14,105995822,105995893,72,*,-20.64204418,11,3,8.56E-09,1.86E-08
chr14,106016045,106016138,94,*,27.66902737,8,6,2.22E-09,5.19E-09
chr14,106857471,106857506,36,*,50.96860387,7,7,2.89E-20,3.36E-19
chr14,106938263,106938322,60,*,50.0062306,9,9,1.08E-21,1.88E-20
chr14,107253380,107253450,71,*,22.29178415,7,4,1.13E-10,3.13E-10
