chr,start,end,width,strand,mean.meth.diff,num.CpGs,num.DMCs,DMR.pvalue,DMR.qvalue
chr13,112985263,112985338,76,*,40.64152113,9,9,1.07E-14,4.95E-14
chr13,112985422,112985628,207,*,27.79366444,18,12,1.64E-08,3.45E-08
chr13,112997261,112997717,457,*,38.87262521,49,43,7.73E-07,1.31E-06
chr13,113656195,113656425,231,*,20.69835741,21,6,0.000259725,0.000316646
chr13,113761137,113761211,75,*,50.87870202,6,6,1.17E-11,3.66E-11
chr13,114017411,114017463,53,*,44.08202681,8,7,1.70E-12,5.89E-12
chr13,114425996,114426056,61,*,36.26248529,5,5,8.49E-13,3.07E-12
chr13,114435879,114435967,89,*,26.00814972,5,3,2.34E-08,4.82E-08
chr13,114587303,114587439,137,*,44.13298127,10,6,0.000582874,0.000678401
chr13,114977015,114977242,228,*,34.16288923,15,13,2.48E-10,6.56E-10
chr14,21270044,21270203,160,*,22.21317147,6,3,2.01E-05,2.83E-05
chr14,21537130,21537235,106,*,29.15397216,11,9,6.43E-06,9.64E-06
chr14,23306507,23306576,70,*,35.10572722,8,7,0.000116114,0.000148211
chr14,23306753,23306775,23,*,52.10623985,6,6,9.17E-07,1.54E-06
chr14,23306954,23306993,40,*,32.48019156,8,7,1.20E-07,2.25E-07
chr14,24551091,24551175,85,*,34.57161233,6,5,5.71E-08,1.12E-07
chr14,28314730,28314782,53,*,64.83280492,11,11,5.82E-21,8.22E-20
chr14,34268918,34269082,165,*,22.94945949,9,3,1.71E-08,3.58E-08
chr14,34270100,34270211,112,*,39.0798199,12,9,1.98E-10,5.30E-10
chr14,34419758,34419800,43,*,22.96794578,13,7,3.51E-11,1.04E-10
chr14,38052654,38052761,108,*,25.90210247,13,8,2.05E-14,9.14E-14
chr14,38054070,38054144,75,*,66.58487769,8,8,1.24E-20,1.61E-19
chr14,38057390,38057504,115,*,28.94589341,11,9,5.90E-14,2.46E-13
chr14,38061171,38061304,134,*,46.11271183,13,13,6.86E-17,4.32E-16
chr14,38061945,38061989,45,*,64.71593077,7,7,2.33E-22,8.54E-21
chr14,38066842,38066983,142,*,52.83351457,11,11,7.88E-18,5.77E-17
chr14,50537564,50537618,55,*,28.72038358,8,6,3.57E-10,9.27E-10
chr14,51338935,51339048,114,*,29.10971462,14,7,4.83E-09,1.08E-08
chr14,54413599,54413735,137,*,24.00984353,19,8,9.52E-06,1.40E-05
chr14,57261404,57261560,157,*,43.35686115,24,22,2.92E-15,1.46E-14
chr14,57261824,57261878,55,*,33.82104163,7,6,1.80E-17,1.24E-16
chr14,57262024,57262109,86,*,42.81252868,6,6,2.97E-19,2.79E-18
chr14,57276235,57276338,104,*,31.47962911,17,12,4.60E-07,8.05E-07
chr14,57278907,57278961,55,*,24.61086724,7,3,1.21E-06,2.00E-06
chr14,60286369,60286399,31,*,65.53669437,5,5,1.01E-22,6.07E-21
chr14,61655157,61655229,73,*,59.09184798,7,7,2.33E-22,8.54E-21
chr14,61746803,61746873,71,*,32.8542205,7,5,1.49E-18,1.24E-17
chr14,61746988,61747038,51,*,40.58683082,10,9,8.90E-08,1.71E-07
chr14,61747947,61748001,55,*,32.02252152,8,7,7.87E-21,1.07E-19
chr14,62035353,62035512,160,*,36.74449486,20,20,1.76E-13,6.90E-13
chr14,62217775,62217918,144,*,26.97012488,14,7,4.15E-14,1.77E-13
chr14,65016645,65016723,79,*,29.91986535,9,8,1.04E-14,4.84E-14
chr14,65016821,65016901,81,*,35.42432094,16,11,5.28E-06,7.99E-06
chr14,68195910,68195965,56,*,31.72510146,8,6,2.51E-10,6.64E-10
chr14,69095024,69095114,91,*,62.42784315,16,16,3.05E-19,2.87E-18
chr14,69095230,69095291,62,*,56.14270432,7,6,3.23E-11,9.59E-11
chr14,70700972,70701129,158,*,49.98950718,10,9,2.04E-19,1.98E-18
chr14,71109297,71109377,81,*,22.05137443,8,3,8.79E-11,2.47E-10
chr14,71721076,71721103,28,*,44.55433455,5,5,4.51E-07,7.90E-07
chr14,73706302,73706354,53,*,24.75252481,10,5,4.96E-07,8.63E-07
chr14,74036476,74036527,52,*,26.21540191,12,8,1.49E-06,2.43E-06
chr14,74058585,74058780,196,*,20.1802561,20,3,3.42E-15,1.70E-14
chr14,75415238,75415339,102,*,51.79857697,7,5,2.54E-14,1.12E-13
chr14,77492058,77492136,79,*,33.97923043,10,9,5.00E-09,1.11E-08
chr14,77492308,77492370,63,*,23.2933289,10,4,2.12E-09,4.96E-09
chr14,77492663,77492732,70,*,41.63051573,8,8,2.68E-20,3.15E-19
chr14,78447582,78447692,111,*,33.2377925,13,11,1.32E-13,5.25E-13
chr14,80097881,80097959,79,*,50.88641274,5,4,1.48E-11,4.55E-11
chr14,82868717,82868748,32,*,31.02214997,5,4,1.65E-11,5.05E-11
chr14,86684054,86684086,33,*,39.2364033,6,5,8.09E-20,8.48E-19
chr14,90091953,90091993,41,*,40.43530502,8,7,5.82E-11,1.67E-10
chr14,90528799,90528846,48,*,21.85184032,12,3,2.39E-07,4.32E-07
chr14,90651076,90651142,67,*,39.69400631,8,6,2.82E-09,6.50E-09
chr14,91593890,91593949,60,*,59.55203788,5,5,1.01E-22,6.07E-21
chr14,93483950,93484010,61,*,73.86348995,7,7,2.33E-22,8.54E-21
chr14,94055546,94055607,62,*,40.71193601,5,4,7.30E-10,1.81E-09
chr14,94291030,94291111,82,*,40.6882229,7,7,9.25E-11,2.59E-10
chr14,96890524,96890580,57,*,23.17641218,13,4,1.93E-09,4.53E-09
chr14,97090049,97090111,63,*,35.60019126,5,5,1.32E-18,1.11E-17
chr14,100091465,100091521,57,*,38.13421293,6,5,4.31E-11,1.26E-10
chr14,100413661,100413715,55,*,44.52005603,7,6,6.79E-15,3.23E-14
chr14,100603546,100603607,62,*,45.94053885,6,5,2.96E-19,2.79E-18
chr14,100771087,100771203,117,*,58.40896103,10,10,2.67E-21,4.13E-20
chr14,100784635,100784847,213,*,26.3236017,14,10,9.91E-06,1.45E-05
chr14,101089531,101089607,77,*,27.48456378,5,3,2.14E-12,7.35E-12
chr14,101134088,101134163,76,*,30.50489218,6,4,3.07E-15,1.53E-14
chr14,101302455,101302588,134,*,42.98841731,10,9,3.56E-16,2.03E-15
chr14,101311932,101311984,53,*,45.67222646,8,8,9.19E-20,9.52E-19
chr14,101340935,101341011,77,*,50.22869418,5,5,1.48E-22,6.46E-21
chr14,101491606,101491818,213,*,66.5678647,5,5,8.81E-23,6.07E-21
chr14,101517452,101517487,36,*,41.97221561,5,5,1.63E-21,2.69E-20
chr14,101579047,101579210,164,*,26.37126428,9,5,6.81E-09,1.49E-08
chr14,101643699,101643761,63,*,32.35988521,5,4,2.95E-14,1.28E-13
chr14,101713759,101713820,62,*,42.75353238,5,5,1.01E-22,6.07E-21
chr14,101925253,101925517,265,*,27.52329677,21,14,1.42E-05,2.03E-05
chr14,102005962,102006030,69,*,35.39265789,5,5,4.59E-12,1.51E-11
chr14,102018492,102018547,56,*,44.49794452,5,5,3.36E-20,3.82E-19
chr14,102067554,102067607,54,*,43.81395443,5,5,2.51E-19,2.41E-18
chr14,102529964,102530115,152,*,37.01258012,12,11,2.46E-14,1.08E-13
chr14,103589361,103589426,66,*,30.95122212,5,4,1.50E-16,9.05E-16
chr14,103674079,103674216,138,*,25.76610696,18,10,0.000643579,0.000745431
chr14,104165236,104165278,43,*,69.04473826,8,8,3.37E-10,8.77E-10
chr14,104314656,104314735,80,*,26.87047273,7,4,1.42E-09,3.40E-09
chr14,104356107,104356173,67,*,27.25069826,5,3,5.32E-09,1.18E-08
chr14,104551882,104552133,252,*,29.39755098,17,12,3.52E-09,8.04E-09
chr14,104574977,104575169,193,*,29.74319137,8,6,6.74E-08,1.31E-07
chr14,104583035,104583091,57,*,22.31066127,8,3,9.42E-20,9.73E-19
chr14,104583508,104583634,127,*,26.6141334,13,7,2.28E-07,4.14E-07
chr14,104583829,104583903,75,*,36.60430233,12,12,1.97E-15,1.01E-14
chr14,104584062,104584130,69,*,32.42594657,10,9,4.34E-10,1.11E-09
chr14,104584493,104584631,139,*,37.82034842,12,10,2.19E-16,1.29E-15
chr14,104601998,104602078,81,*,32.87854569,6,5,7.26E-12,2.33E-11
chr14,104637777,104637839,63,*,29.15187331,6,4,2.48E-15,1.26E-14
chr14,104644804,104644901,98,*,39.98869032,11,9,1.24E-09,3.00E-09
chr14,104757432,104757498,67,*,44.10414346,5,5,2.82E-13,1.08E-12
chr14,104759066,104759120,55,*,43.21723993,9,9,1.23E-11,3.82E-11
chr14,104808433,104808502,70,*,24.33114341,6,3,5.00E-19,4.52E-18
chr14,104834290,104834352,63,*,51.78972442,7,7,2.33E-22,8.54E-21
chr14,104840727,104840792,66,*,33.36987865,5,4,7.74E-21,1.06E-19
chr14,104862486,104862598,113,*,25.34956476,5,3,8.24E-08,1.59E-07
chr14,104899133,104899166,34,*,38.54592665,5,5,5.22E-17,3.35E-16
chr14,104899429,104899496,68,*,20.27292071,5,3,7.91E-06,1.17E-05
chr14,105009857,105009937,81,*,30.96492396,5,4,3.69E-10,9.55E-10
chr14,105018818,105018966,149,*,21.37903098,5,3,4.21E-08,8.41E-08
chr14,105154555,105154690,136,*,28.14477497,8,6,2.65E-10,7.00E-10
chr14,105181920,105181963,44,*,72.99516631,6,6,1.32E-22,6.07E-21
chr14,105202798,105202881,84,*,31.93671659,7,7,1.29E-13,5.14E-13
chr14,105309711,105309826,116,*,26.07479146,10,6,7.93E-11,2.24E-10
chr14,105310020,105310137,118,*,32.76878173,20,19,5.95E-18,4.45E-17
chr14,105330228,105330383,156,*,25.74082874,5,3,4.54E-15,2.22E-14
chr14,105480569,105480650,82,*,64.07779155,6,6,1.32E-22,6.07E-21
chr14,105714380,105714444,65,*,36.4021985,6,5,2.29E-08,4.74E-08
chr14,105915206,105915248,43,*,64.81660868,7,6,1.29E-07,2.41E-07
chr14,105915566,105915664,99,*,34.45614344,8,4,8.15E-08,1.57E-07
chr14,105942539,105942661,123,*,30.50217564,9,7,3.47E-11,1.03E-10
chr14,105953171,105953245,75,*,30.69724157,6,5,9.28E-10,2.27E-09
chr14,105953521,105953781,261,*,27.11162476,31,20,4.75E-06,7.23E-06
chr14,106016045,106016138,94,*,27.66902737,8,6,2.22E-09,5.19E-09
chr14,106857471,106857506,36,*,50.96860387,7,7,2.89E-20,3.36E-19
chr14,106938263,106938322,60,*,50.0062306,9,9,1.08E-21,1.88E-20
chr14,107253380,107253450,71,*,22.29178415,7,4,1.13E-10,3.13E-10
chr15,23807223,23807258,36,*,47.4789916,7,5,0.000206271,0.000254585
chr15,24114608,24114670,63,*,37.21530482,7,6,1.26E-13,5.01E-13
chr15,24920612,24920661,50,*,28.43052065,7,5,5.53E-09,1.22E-08
chr15,24921055,24921147,93,*,27.12342583,7,4,0.000235646,0.000288934
chr15,25123611,25123665,55,*,38.73415956,11,9,3.48E-06,5.41E-06
chr15,25200150,25200222,73,*,26.73483082,7,5,1.82E-16,1.09E-15
chr15,26108522,26108573,52,*,20.52123175,15,3,0.000431065,0.000509509
chr15,26234780,26234863,84,*,34.57215241,6,5,5.75E-15,2.77E-14
chr15,26915445,26915498,54,*,41.16721602,5,4,2.20E-20,2.64E-19
chr15,27137440,27137503,64,*,42.05528776,9,9,6.56E-08,1.28E-07
chr15,27216269,27216347,79,*,30.68833892,7,5,2.93E-14,1.27E-13
chr15,27216458,27216490,33,*,41.73750644,8,8,3.31E-10,8.62E-10
chr15,28202757,28202830,74,*,54.5279247,6,5,0.000144153,0.000181706
chr15,28351637,28351840,204,*,23.5700196,16,8,1.29E-07,2.42E-07
chr15,28352583,28352720,138,*,39.42001862,8,7,6.47E-10,1.61E-09
chr15,28352834,28352931,98,*,55.01992739,10,10,4.83E-18,3.68E-17
chr15,29396069,29396228,160,*,27.97936775,21,14,1.94E-07,3.56E-07
chr15,29442000,29442058,59,*,59.92220884,6,6,1.32E-22,6.07E-21
chr15,29697935,29698016,82,*,40.17377338,5,4,2.22E-13,8.58E-13
chr15,29765942,29766149,208,*,45.36144136,10,9,9.38E-17,5.79E-16
chr15,31732807,31732863,57,*,43.92353361,5,5,4.86E-20,5.30E-19
chr15,32179937,32180011,75,*,37.19719858,5,4,8.54E-16,4.62E-15
chr15,33011555,33011624,70,*,27.75601447,7,3,4.02E-05,5.44E-05
chr15,35591659,35591713,55,*,42.02799626,12,7,1.18E-05,1.71E-05
chr15,40544409,40544481,73,*,42.15345613,8,7,2.96E-16,1.71E-15
chr15,40544768,40545136,369,*,27.95582263,47,32,4.07E-05,5.51E-05
chr15,40583486,40583521,36,*,21.48049037,8,3,5.34E-05,7.12E-05
chr15,40583656,40583809,154,*,28.2375324,16,6,6.00E-11,1.72E-10
chr15,40627372,40627503,132,*,69.03884119,9,9,3.41E-20,3.88E-19
chr15,40728304,40728407,104,*,29.79053763,13,9,4.08E-06,6.27E-06
chr15,41244884,41244957,74,*,45.95906754,6,5,1.25E-18,1.06E-17
chr15,41877592,41877683,92,*,21.14584456,14,5,0.000250713,0.000306164
chr15,41913734,41913783,50,*,21.65699505,16,3,5.01E-06,7.61E-06
chr15,44068732,44068802,71,*,48.37856838,8,8,1.09E-14,5.02E-14
chr15,48812854,48812917,64,*,51.64699435,5,5,7.92E-15,3.73E-14
chr15,49255072,49255147,76,*,36.53409408,8,6,1.36E-21,2.28E-20
chr15,51387602,51387670,69,*,31.21439935,5,4,1.33E-13,5.27E-13
chr15,51543279,51543345,67,*,40.9028506,5,5,4.02E-17,2.62E-16
chr15,57599108,57599181,74,*,20.79933876,14,3,2.49E-05,3.46E-05
chr15,60084702,60084770,69,*,50.32698862,5,5,9.19E-18,6.68E-17
chr15,60285735,60285767,33,*,37.01131687,6,4,3.53E-05,4.82E-05
chr15,60912998,60913102,105,*,41.82101971,7,5,1.94E-11,5.92E-11
chr15,66285374,66285442,69,*,41.35593399,5,5,5.99E-21,8.40E-20
chr15,66464281,66464357,77,*,27.85023197,5,3,8.66E-10,2.13E-09
chr15,68127183,68127254,72,*,33.00676248,6,5,9.77E-14,3.94E-13
chr15,68127367,68127414,48,*,29.8424613,6,6,1.09E-05,1.59E-05
chr15,68131262,68131384,123,*,37.7466992,17,17,3.26E-16,1.87E-15
chr15,68777228,68777301,74,*,35.80055549,5,3,1.57E-05,2.24E-05
chr15,69087827,69087891,65,*,42.02660145,6,6,7.14E-11,2.02E-10
chr15,70767130,70767195,66,*,43.19347721,7,7,1.72E-17,1.19E-16
chr15,74421005,74421081,77,*,39.49628087,6,4,7.50E-05,9.80E-05
chr15,74537953,74538039,87,*,22.58550871,14,5,0.000194422,0.000240728
chr15,75081551,75081622,72,*,45.72899582,5,5,1.01E-22,6.07E-21
chr15,75084071,75084238,168,*,49.31351114,5,4,5.39E-22,1.15E-20
chr15,75470916,75471047,132,*,34.74242167,18,16,1.07E-07,2.03E-07
chr15,76458231,76458271,41,*,27.99050474,6,3,7.63E-13,2.77E-12
chr15,76634507,76634571,65,*,46.25064335,8,7,9.67E-19,8.33E-18
chr15,77288813,77288866,54,*,26.35712297,7,3,0.000517226,0.000604892
chr15,77376221,77376356,136,*,35.30688836,12,10,9.13E-15,4.26E-14
chr15,77987548,77987612,65,*,39.22623795,5,5,1.84E-17,1.26E-16
chr15,78556455,78556513,59,*,36.97233193,6,6,5.80E-09,1.28E-08
chr15,78556610,78556864,255,*,42.49231762,31,29,7.56E-14,3.11E-13
chr15,78557140,78557264,125,*,27.90014752,17,13,1.20E-07,2.26E-07
chr15,83932736,83932799,64,*,43.50560897,6,5,7.56E-12,2.42E-11
chr15,84322692,84322779,88,*,25.75230088,20,11,3.25E-09,7.44E-09
chr15,84322918,84322994,77,*,25.9882413,10,7,1.13E-08,2.42E-08
chr15,88302461,88302543,83,*,56.9773198,5,5,3.56E-22,1.15E-20
chr15,88659056,88659126,71,*,40.75872867,5,5,2.81E-17,1.89E-16
chr15,89182656,89182840,185,*,30.4998861,11,8,2.64E-19,2.52E-18
chr15,89285206,89285280,75,*,40.69868909,5,3,2.00E-07,3.66E-07
chr15,89313060,89313162,103,*,26.09048425,12,6,3.78E-06,5.84E-06
chr15,89386723,89386772,50,*,34.15805796,8,6,0.000229279,0.000281553
chr15,89921803,89921837,35,*,23.8209183,6,4,3.29E-08,6.68E-08
chr15,89922037,89922228,192,*,45.49790145,30,27,2.97E-12,1.00E-11
chr15,89922726,89922858,133,*,43.86390711,8,7,1.83E-12,6.32E-12
chr15,90030234,90030326,93,*,37.31445823,9,7,3.44E-17,2.28E-16
chr15,90543509,90543585,77,*,60.18715043,8,8,4.83E-22,1.15E-20
chr15,90544013,90544116,104,*,30.37271059,13,8,6.78E-08,1.32E-07
chr15,91500449,91500484,36,*,43.77777778,5,5,3.32E-05,4.54E-05
chr15,91500596,91500631,36,*,34.62889767,6,6,1.66E-06,2.70E-06
chr15,94404921,94404990,70,*,45.98395985,6,6,5.66E-21,8.08E-20
chr15,94613755,94613915,161,*,24.34240688,8,3,3.65E-10,9.47E-10
chr15,96012214,96012351,138,*,35.21023857,10,7,1.09E-12,3.87E-12
chr15,96596205,96596262,58,*,26.09321302,10,6,1.39E-06,2.28E-06
chr15,98419024,98419118,95,*,33.16921998,14,7,9.53E-05,0.000123113
chr15,98647733,98647760,28,*,30.39798171,5,4,3.69E-05,5.02E-05
chr15,98648098,98648207,110,*,33.20401937,12,8,2.75E-09,6.35E-09
chr15,98757756,98757835,80,*,43.07636041,6,5,6.19E-08,1.21E-07
chr15,98831547,98831691,145,*,25.78466732,9,5,4.03E-06,6.20E-06
chr15,99194556,99194636,81,*,25.154788,5,3,2.87E-15,1.44E-14
chr15,100473376,100473457,82,*,44.32844538,5,4,2.36E-10,6.27E-10
chr15,100537666,100537736,71,*,33.16837131,7,4,1.83E-10,4.92E-10
chr15,100539184,100539282,99,*,30.71557335,5,5,3.01E-12,1.02E-11
chr15,100881181,100881513,333,*,24.89713093,30,12,0.000299239,0.000361805
chr15,100881655,100881714,60,*,24.38190613,15,7,3.66E-10,9.49E-10
chr15,101098977,101099117,141,*,62.3144448,9,8,8.70E-12,2.77E-11
chr15,101099275,101099304,30,*,46.07951205,6,6,3.51E-20,3.97E-19
chr15,101389964,101390158,195,*,34.89704331,18,18,1.28E-14,5.87E-14
chr15,101419241,101419382,142,*,25.80986666,19,9,0.000306123,0.000369504
chr15,101549190,101549340,151,*,50.90169725,12,11,6.07E-20,6.54E-19
chr15,101620058,101620124,67,*,35.37412035,5,4,6.83E-06,1.02E-05
chr15,101629373,101629420,48,*,37.34557617,5,3,0.00036868,0.000439892
chr15,101862885,101862937,53,*,37.24682303,6,5,1.49E-09,3.54E-09
chr15,102076835,102076923,89,*,38.65973568,5,4,3.36E-12,1.13E-11
chr16,114383,114458,76,*,22.306406,6,3,1.45E-08,3.06E-08
chr16,325978,326170,193,*,22.13829303,26,9,5.22E-05,6.97E-05
chr16,699742,699865,124,*,21.30050051,17,5,3.01E-09,6.91E-09
chr16,836968,837055,88,*,27.20847675,7,5,1.69E-05,2.41E-05
chr16,845639,845850,212,*,39.0703456,9,9,2.48E-13,9.53E-13
chr16,898146,898226,81,*,42.73146635,5,4,1.13E-13,4.54E-13
chr16,1033588,1033637,50,*,42.03237049,6,6,7.34E-21,1.01E-19
chr16,1040860,1041088,229,*,39.68521605,15,13,1.12E-10,3.11E-10
chr16,1060365,1060422,58,*,31.18978014,5,5,4.90E-16,2.74E-15
chr16,1069733,1069804,72,*,39.54166519,15,13,3.63E-08,7.32E-08
chr16,1072637,1072780,144,*,43.6427849,9,6,1.60E-07,2.96E-07
chr16,1094322,1094519,198,*,30.13201815,24,17,0.000164782,0.000205932
chr16,1095671,1096108,438,*,22.26751555,24,11,7.03E-05,9.23E-05
chr16,1108347,1108392,46,*,29.31334232,5,3,0.000515583,0.000603058
chr16,1111806,1111896,91,*,28.83379222,6,3,2.36E-08,4.87E-08
chr16,1118887,1118988,102,*,39.51475863,5,5,1.60E-21,2.65E-20
chr16,1128936,1129028,93,*,25.58464868,9,4,0.000803486,0.000920427
chr16,1173825,1173900,76,*,20.00179896,6,4,0.000391373,0.000465331
chr16,1244942,1245034,93,*,36.70989808,7,7,3.43E-22,1.15E-20
chr16,1428681,1428742,62,*,30.35859908,6,5,3.73E-20,4.18E-19
chr16,1661359,1661385,27,*,33.62878788,5,4,2.01E-10,5.39E-10
chr16,2029171,2029280,110,*,54.38508981,11,11,7.20E-20,7.64E-19
chr16,2029829,2029878,50,*,51.84326968,6,6,7.82E-21,1.06E-19
chr16,2030178,2030251,74,*,43.12101447,6,5,2.21E-11,6.68E-11
chr16,2086184,2086261,78,*,45.37807658,6,6,2.12E-22,8.54E-21
chr16,2278554,2278674,121,*,78.58487755,12,12,3.79E-20,4.22E-19
chr16,2806351,2806426,76,*,68.63012149,14,14,6.74E-20,7.21E-19
chr16,2835341,2835543,203,*,43.98340164,28,27,5.19E-09,1.15E-08
chr16,2835680,2835740,61,*,40.83406832,9,9,2.68E-13,1.03E-12
chr16,2879520,2879587,68,*,28.74289721,7,4,6.50E-06,9.74E-06
chr16,2880297,2880432,136,*,38.13267343,7,7,7.90E-18,5.78E-17
chr16,3059696,3059821,126,*,41.69970764,10,10,1.12E-10,3.10E-10
chr16,4308008,4308131,124,*,22.7347584,8,5,3.26E-05,4.47E-05
chr16,4373569,4373664,96,*,31.11033864,5,4,4.17E-09,9.42E-09
chr16,4729829,4729913,85,*,67.60564602,6,6,1.32E-22,6.07E-21
chr16,5236437,5236466,30,*,48.11628228,5,5,9.35E-16,5.03E-15
chr16,6070380,6070435,56,*,27.04859037,6,5,1.05E-18,9.01E-18
chr16,8212970,8213132,163,*,27.74954292,8,4,1.83E-12,6.33E-12
chr16,9573601,9573652,52,*,68.82667169,6,6,2.95E-07,5.27E-07
chr16,9857893,9857958,66,*,67.04626522,5,5,1.01E-22,6.07E-21
chr16,10133472,10133508,37,*,34.02153402,6,6,2.23E-05,3.11E-05
chr16,11369987,11370115,129,*,28.28233699,6,4,2.26E-08,4.66E-08
chr16,12994531,12994645,115,*,21.52788127,9,4,2.04E-06,3.27E-06
chr16,14397930,14397993,64,*,31.51147057,5,4,1.06E-19,1.09E-18
chr16,14401835,14401944,110,*,47.1229214,6,6,2.10E-12,7.21E-12
chr16,17870974,17871053,80,*,27.45317245,6,4,8.66E-15,4.06E-14
chr16,19896968,19897063,96,*,42.8729433,19,19,3.23E-13,1.22E-12
chr16,22825697,22825791,95,*,26.25963484,11,6,1.01E-07,1.93E-07
chr16,22826157,22826314,158,*,21.96042929,10,4,1.37E-05,1.98E-05
chr16,22959520,22959595,76,*,31.25154544,6,4,7.23E-16,3.95E-15
chr16,28634450,28634485,36,*,46.84546555,7,7,2.51E-21,3.93E-20
chr16,28634835,28634907,73,*,27.77386738,6,5,7.12E-12,2.29E-11
chr16,29196557,29196585,29,*,33.06659407,5,4,0.000155961,0.000195546
chr16,29830971,29831040,70,*,32.40459053,5,4,1.01E-15,5.39E-15
chr16,30545524,30545646,123,*,28.98907148,7,4,1.68E-09,3.98E-09
chr16,31484139,31484224,86,*,27.6084327,5,3,4.31E-14,1.83E-13
chr16,33627377,33627521,145,*,34.69723223,7,5,7.98E-09,1.74E-08
chr16,33817631,33817689,59,*,49.16501673,8,7,3.04E-18,2.40E-17
chr16,33942849,33942875,27,*,31.83659814,6,5,5.65E-18,4.25E-17
chr16,33961915,33962160,246,*,33.2309267,22,15,6.98E-08,1.36E-07
chr16,34208245,34208844,600,*,40.50281642,70,64,6.35E-05,8.37E-05
chr16,34256840,34256968,129,*,60.29611182,11,11,4.33E-19,3.96E-18
chr16,34295963,34296044,82,*,47.76197774,5,5,5.72E-15,2.75E-14
chr16,34407641,34407680,40,*,25.65936213,6,3,2.25E-06,3.58E-06
chr16,34578526,34578613,88,*,52.99864171,6,6,3.79E-13,1.42E-12
chr16,34578904,34578951,48,*,42.43533461,10,10,1.23E-06,2.03E-06
chr16,34659896,34659977,82,*,34.99390986,9,5,3.77E-17,2.47E-16
chr16,34760680,34760739,60,*,38.34753569,6,5,1.19E-11,3.73E-11
chr16,34982869,34982921,53,*,38.80663383,6,6,6.35E-10,1.59E-09
chr16,47941199,47941266,68,*,48.11793218,5,5,5.80E-18,4.35E-17
chr16,48094045,48094080,36,*,50.80090243,5,5,6.43E-11,1.84E-10
chr16,48844604,48844758,155,*,32.75235339,26,13,0.000289033,0.000350174
chr16,49312014,49312050,37,*,28.83157275,5,3,3.01E-13,1.14E-12
chr16,49314996,49315042,47,*,25.4133287,6,3,0.000120411,0.000153467
chr16,49315525,49315577,53,*,43.05976597,11,11,5.73E-18,4.31E-17
chr16,49317220,49317255,36,*,37.00309215,7,7,3.85E-09,8.72E-09
chr16,49573185,49573238,54,*,43.04063342,6,6,6.28E-15,3.00E-14
chr16,51026722,51026803,82,*,51.82633648,6,6,6.35E-10,1.59E-09
chr16,51168450,51168563,114,*,31.48966406,12,11,1.02E-05,1.49E-05
chr16,53407720,53407785,66,*,29.90559231,6,4,1.38E-16,8.34E-16
chr16,54227812,54227897,86,*,24.19323185,5,3,1.19E-07,2.25E-07
chr16,54228260,54228334,75,*,44.84452435,6,6,8.10E-09,1.76E-08
chr16,54316451,54316565,115,*,43.91189156,10,10,2.58E-09,5.97E-09
chr16,54318272,54318331,60,*,25.70557491,8,3,1.14E-07,2.15E-07
chr16,54318473,54318672,200,*,23.66655465,22,10,1.57E-05,2.24E-05
chr16,54851425,54851497,73,*,54.24158399,6,6,9.91E-16,5.31E-15
chr16,54966090,54966136,47,*,47.96175755,11,11,5.70E-08,1.12E-07
chr16,54967168,54967194,27,*,61.99611462,6,6,1.20E-17,8.50E-17
chr16,54967470,54967532,63,*,59.12650465,10,10,1.98E-19,1.93E-18
chr16,54970364,54970416,53,*,65.00305183,8,8,3.82E-19,3.53E-18
chr16,54970732,54970806,75,*,54.3253847,7,7,2.33E-22,8.54E-21
chr16,55015879,55015965,87,*,23.24008762,5,5,1.22E-05,1.76E-05
chr16,55357572,55357618,47,*,32.391801,7,4,2.51E-06,3.97E-06
chr16,56666426,56666583,158,*,22.38040612,15,4,0.000634902,0.000736061
chr16,57317823,57317995,173,*,37.81299338,6,6,3.38E-14,1.46E-13
chr16,57793658,57793741,84,*,27.05760309,6,3,3.01E-05,4.15E-05
chr16,57831760,57831905,146,*,58.04569017,8,6,3.63E-09,8.27E-09
chr16,57918198,57918246,49,*,32.6434529,5,3,0.000156599,0.00019627
chr16,58061406,58061539,134,*,20.5167762,12,3,9.97E-06,1.46E-05
chr16,58079025,58079061,37,*,37.88906577,5,3,9.49E-05,0.000122598
chr16,59788886,59789001,116,*,34.69635206,10,8,3.16E-08,6.42E-08
chr16,61162690,61162719,30,*,74.15151515,5,5,9.37E-21,1.25E-19
chr16,62070300,62070366,67,*,25.71696088,6,3,4.56E-05,6.13E-05
chr16,62758854,62758890,37,*,49.4846001,6,6,3.42E-14,1.48E-13
chr16,65078897,65078950,54,*,37.83374691,5,5,1.69E-11,5.17E-11
chr16,67233528,67233640,113,*,48.24613576,11,10,4.92E-14,2.07E-13
chr16,67233971,67234020,50,*,49.60209363,6,6,3.63E-20,4.08E-19
chr16,67695450,67695530,81,*,25.15139775,5,3,0.000383427,0.000456617
chr16,68269193,68269258,66,*,56.19486596,6,6,8.33E-19,7.27E-18
chr16,68269865,68269917,53,*,32.65589958,13,10,2.92E-06,4.58E-06
chr16,68270198,68270259,62,*,35.169825,5,5,1.01E-22,6.07E-21
chr16,68544198,68544241,44,*,21.61037937,14,3,7.78E-10,1.92E-09
chr16,68771997,68772331,335,*,28.37983529,35,24,0.000133089,0.000168505
chr16,70852295,70852370,76,*,36.38079766,5,3,7.99E-15,3.76E-14
chr16,71475548,71475608,61,*,43.1015331,8,7,3.43E-12,1.15E-11
